"sub.id","prop_correct","z"
"A14ATQ0J5B0VOX",0.55,0.200430292225747
"A1IU5OP7BBZHZ7",0.55,0.200430292225747
"A1VVR9MA1P9HWJ",0.575,0.360774526006343
"A28RX7L0QZ993M",0.6,0.521118759786941
"A2JUHWRYPJJNUG",0.3,-1.40301204558023
"A2MUR0MDDWK4TY",0.525,0.0400860584451492
"A2YKW761AK4ZGY",0.675,1.00215146112873
"A30V1UH00MWJU5",0.475,-0.280602409116046
"A3SATHBTQSEJKF",0.4,-0.761635110457837
"A8028AFBBS29G",0.45,-0.440946642896643
"A12GQ323JHYS9Q",0.325,-1.24266781179963
"A13KYLCBVG5BEB",0.6,0.521118759786941
"A1H72Y9Z5NJXDS",0.65,0.841807227348136
"A1XZG393ZJRQVZ",0.45,-0.440946642896643
"A248G7WMC2OS7F",0.5,-0.120258175335448
"A2B7SPYBPF7H8I",0.25,-1.72370051314142
"A2JADK7LUDYCXB",0.45,-0.440946642896643
"A2Y749J0XM6TIy",0.6,0.521118759786941
"A3CZFTXS9EQSY3",0.4,-0.761635110457837
"A7X2K7IW80TBU",0.65,0.841807227348136
"A18MC27WTCEBA2",0.375,-0.921979344238435
"A1GXFMAC759VRM",0.575,0.360774526006343
"A1HN2W2M73O741",0.475,-0.280602409116046
"A1SWLR0UPOFRCW",0.75,1.48318416247052
"A2JA8QB8PGYGHJ",0.45,-0.440946642896643
"A2XBRIR84FMHGR",0.6,0.521118759786941
"A3NM3GAVMJEI3J",0.3,-1.40301204558023
"A3RQN5RZD1N2KP",0.875,2.28490533137351
"A3Z8J9G2CIQ0U",0.475,-0.280602409116046
"AJ3GCO6WRY31J",0.65,0.841807227348136
"A14QSZG9TSDO3Z",0.5,-0.120258175335448
"A2C39KTRMOM1XZ",0.4,-0.761635110457837
"A2HHQFXZDKMGAN",0.4,-0.761635110457837
"A32JHON6BQQK90",0.725,1.32283992868993
"A3KVFSHZ2EL0WX",0.65,0.841807227348136
"A3NLXFU5MR0JSR",0.675,1.00215146112873
"A3Q0QELQPXR8QS",0.775,1.64352839625112
"AD4ALUT6LXXBU",0.45,-0.440946642896643
"AY0BJCGY2DHIX",0.725,1.32283992868993
"AZ57C58RDAMJF",0.525,0.0400860584451492
"A1OSRAPSRT934Z",0.225,-1.88404474692202
"A1P8M5BKOTAA8I",0.3,-1.40301204558023
"A21LYHAOO5P2CC",0.275,-1.56335627936082
"A2S00V7RUU121E",0.725,1.32283992868993
"A32YYM8WVR8B7S",0.65,0.841807227348136
"A3BBGFC0RG39HK",0.75,1.48318416247052
"A3J01A18AJBGKX",0.5,-0.120258175335448
"A3PC7RA6GGV76W",0.375,-0.921979344238435
"A3S7RHLILDUFHI",0.35,-1.08232357801903
"AX6JQ37WUHFSH",0.575,0.360774526006343
"A1H198MRIM37T1",0.425,-0.60129087667724
"A1RHRS9B5JAX4C",0.575,0.360774526006343
"A25Q8J2XTZNEKY",0.425,-0.60129087667724
"A26L91YL0GDGD8",0.45,-0.440946642896643
"A2RAC1CU8YLGPC",0.45,-0.440946642896643
"A2VUAAJHX6ROS9",0.575,0.360774526006343
