"sub.id","prop_correct","z"
"A14ATQ0J5B0VOX",0.225,-1.53734654323179
"A1IU5OP7BBZHZ7",0.375,-0.492125097408476
"A1VVR9MA1P9HWJ",0.375,-0.492125097408476
"A28RX7L0QZ993M",0.45,0.03048562550318
"A2JUHWRYPJJNUG",0.225,-1.53734654323179
"A2MUR0MDDWK4TY",0.4,-0.31792152310459
"A2YKW761AK4ZGY",0.425,-0.143717948800705
"A30V1UH00MWJU5",0.325,-0.840532246016246
"A3SATHBTQSEJKF",0.4,-0.31792152310459
"A8028AFBBS29G",0.375,-0.492125097408476
"A12GQ323JHYS9Q",0.275,-1.18893939462402
"A13KYLCBVG5BEB",0.375,-0.492125097408476
"A1H72Y9Z5NJXDS",0.5,0.378892774110951
"A1XZG393ZJRQVZ",0.425,-0.143717948800705
"A248G7WMC2OS7F",0.55,0.727299922718721
"A2B7SPYBPF7H8I",0.25,-1.3631429689279
"A2JADK7LUDYCXB",0.55,0.727299922718721
"A2Y749J0XM6TIy",0.5,0.378892774110951
"A3CZFTXS9EQSY3",0.325,-0.840532246016246
"A7X2K7IW80TBU",0.625,1.24991064563038
"A18MC27WTCEBA2",0.4,-0.31792152310459
"A1GXFMAC759VRM",0.55,0.727299922718721
"A1HN2W2M73O741",0.525,0.553096348414836
"A1SWLR0UPOFRCW",0.75,2.1209285171498
"A2JA8QB8PGYGHJ",0.375,-0.492125097408476
"A2XBRIR84FMHGR",0.375,-0.492125097408476
"A3NM3GAVMJEI3J",0.225,-1.53734654323179
"A3RQN5RZD1N2KP",0.75,2.1209285171498
"A3Z8J9G2CIQ0U",0.425,-0.143717948800705
"AJ3GCO6WRY31J",0.55,0.727299922718721
"A14QSZG9TSDO3Z",0.575,0.901503497022606
"A2C39KTRMOM1XZ",0.375,-0.492125097408476
"A2HHQFXZDKMGAN",0.425,-0.143717948800705
"A32JHON6BQQK90",0.7,1.77252136854203
"A3KVFSHZ2EL0WX",0.675,1.59831779423815
"A3NLXFU5MR0JSR",0.625,1.24991064563038
"A3Q0QELQPXR8QS",0.525,0.553096348414836
"AD4ALUT6LXXBU",0.6,1.07570707132649
"AY0BJCGY2DHIX",0.65,1.42411421993426
"AZ57C58RDAMJF",0.425,-0.143717948800705
"A1OSRAPSRT934Z",0.275,-1.18893939462402
"A1P8M5BKOTAA8I",0.275,-1.18893939462402
"A21LYHAOO5P2CC",0.075,-2.5825679890551
"A2S00V7RUU121E",0.45,0.03048562550318
"A32YYM8WVR8B7S",0.55,0.727299922718721
"A3BBGFC0RG39HK",0.375,-0.492125097408476
"A3J01A18AJBGKX",0.4,-0.31792152310459
"A3PC7RA6GGV76W",0.5,0.378892774110951
"A3S7RHLILDUFHI",0.325,-0.840532246016246
"AX6JQ37WUHFSH",0.55,0.727299922718721
"A1H198MRIM37T1",0.225,-1.53734654323179
"A1RHRS9B5JAX4C",0.475,0.204689199807065
"A25Q8J2XTZNEKY",0.125,-2.23416084044733
"A26L91YL0GDGD8",0.325,-0.840532246016246
"A2RAC1CU8YLGPC",0.425,-0.143717948800705
"A2VUAAJHX6ROS9",0.425,-0.143717948800705
"A341XKSRZ58FJK",0.3,-1.01473582032013
"AFBS8D6KBKKKY",0.45,0.03048562550318
"AL0FOPMAR0Z5F",0.25,-1.3631429689279
"ALZPOT5R8BMMD",0.375,-0.492125097408476
"AMUZ8VMNP6L2A",0.375,-0.492125097408476
"A14LW6D1Q84FC6",0.55,0.727299922718721
"A1F2MFSHXTGAVD",0.325,-0.840532246016246
"A1TK0ZMZ571GG0",0.25,-1.3631429689279
"A2EOOF9D135HQ1",0.6,1.07570707132649
"A2J5DN5UMU0A3Z",0.65,1.42411421993426
"A3PKJ0CX86ZAWN",0.725,1.94672494284592
"A3ROADR7T6811",0.5,0.378892774110951
"A3SKEW89V5S0DI",0.425,-0.143717948800705
"A6BQ0GVCHG2CM",0.4,-0.31792152310459
"A7OVF55GAEQ30",0.4,-0.31792152310459
"A1FDPHX8S6G1WM",0.4,-0.31792152310459
"A1L7FGEK7RRXDY",0.4,-0.31792152310459
"A25ZFH3PBOTIIW",0.55,0.727299922718721
"A2BI6LJSH72Z8F",0.525,0.553096348414836
"A2V27A9GZA1NR2",0.625,1.24991064563038
"A2WYCY1FMQOD5F",0.275,-1.18893939462402
"A3696JXTRKL2FI",0.55,0.727299922718721
"A36O6HV8LCXLJR",0.475,0.204689199807065
"A3NPEUMTD4PCJD",0.575,0.901503497022606
"A11HVP5RIG92VD",0.375,-0.492125097408476
"A1PE6QYIXPXXMT",0.525,0.553096348414836
"A1RUFGYQJQMOKT",0.375,-0.492125097408476
"A1YZ1KLA7ASXK7",0.625,1.24991064563038
"A26FQ2XNQB9RQG",0.425,-0.143717948800705
"A37DO9Z1XZCLBN",0.375,-0.492125097408476
"A9U3SMM4J0XF8",0.4,-0.31792152310459
"ABUXM7VAW5SKJ",0.775,2.29513209145369
"APUPF3D94XYUQ",0.45,0.03048562550318
"AS0Q47RFF7G5S",0.85,2.81774281436534
"A1EKUECDQ1GTC1",0.375,-0.492125097408476
"A1HDRB3VB48WJ8",0.375,-0.492125097408476
"a21kldyy9rz2p",0.3,-1.01473582032013
"A23S3TBFRILU5H",0.425,-0.143717948800705
"A24B5UF6RMHYGX",0.175,-1.88575369183956
"A256SILBF4K00K",0.625,1.24991064563038
"A38TRCGRVHE205",0.45,0.03048562550318
"A3LDI9J4FZ6S0Q",0.375,-0.492125097408476
"AVI7K876BV3QL",0.675,1.59831779423815
"A1ZBCPFZH8XT7X",0.45,0.03048562550318
"A21KAF2UPPRWH7",0.4,-0.31792152310459
"A2FSO42T7M8MFY",0.775,2.29513209145369
"A2XRKDUZM4SQ42",0.525,0.553096348414836
"A3BUWQ5C39GRQC",0.3,-1.01473582032013
"A3U74S280Z4B0",0.425,-0.143717948800705
"A4ZW4GNQ98HV6",0.45,0.03048562550318
"A77K8W55MJEKX",0.4,-0.31792152310459
"AHI8X7NP92DAV",0.325,-0.840532246016246
"AJALV8WOILDPA",0.375,-0.492125097408476
"A14OTLWWDLIHG0",0.45,0.03048562550318
"A1E610OYLMKW82",0.5,0.378892774110951
"A1N8BW04V76ZSY",0.475,0.204689199807065
"A2HYN1BAX7XB4Y",0.425,-0.143717948800705
"A2LQ6RRTXQILFC",0.55,0.727299922718721
"A2YI7SHAUE3JLU",0.45,0.03048562550318
"A3EHI7J2E5DSJK",0.15,-2.05995726614344
"A3EZ3U4I5L5WT9",0.325,-0.840532246016246
"A3S2CI33U988P7",0.425,-0.143717948800705
"A3VKMZEZL3CCPN",0.65,1.42411421993426
"ANI98EM130CXL",0.525,0.553096348414836
