"Sub.ID","Proportion.Correct"
1273004,0.769146825396825
1273027,0.689146825396825
1273046,0.885753968253968
1273049,0.733373015873016
1273052,0.850277777777778
1273054,0.887698412698413
1273058,0.938154761904762
1273077,0.856230158730159
1273083,0.852460317460317
1273084,0.871547619047619
1273090,0.879384920634921
1273099,0.910416666666667
1273102,0.896150793650794
1273104,0.73390873015873
1273110,0.678869047619048
1273116,0.926845238095238
1273117,0.929265873015873
1273124,0.906289682539683
1273125,0.780992063492064
1273138,0.850952380952381
1273277,0.577797619047619
1314282,0.619503968253968
1314283,0.613452380952381
1314289,0.951488095238095
1314298,0.66609126984127
1320496,0.68234126984127
1320497,0.923115079365079
1320521,0.943849206349206
1320523,0.889920634920635
1320525,0.709226190476191
1320535,0.788531746031746
1320539,0.861646825396825
1320544,0.857400793650794
1320546,0.624325396825397
1320551,0.851507936507937
1320552,0.798253968253968
1320603,0.792579365079365
1325990,0.540833333333333
1367755,0.75765873015873
1367774,0.915734126984127
1367775,0.679166666666667
1367776,0.645515873015873
1367778,0.908849206349206
1367779,0.640198412698413
1367782,0.488214285714286
1367783,0.166785714285714
1367785,0.761666666666667
1367796,0.851845238095238
1367919,0.730456349206349
1402184,0.908988095238095
1402208,0.844742063492063
1402214,0.875416666666667
1402225,0.799424603174603
1454989,0.730218253968254
1455016,0.926587301587302
1455056,0.931765873015873
1455182,0.822063492063492
1455202,0.682242063492064
1455209,0.76468253968254
1455216,0.663015873015873
1455218,0.902202380952381
1455228,0.910813492063492
1455239,0.839126984126984
1455258,0.958035714285714
1455268,0.295119047619048
1455269,0.814583333333333
1455273,0.920734126984127
1455281,0.767916666666667
1455289,0.871666666666667
1455294,0.834662698412698
1455298,0.750119047619048
1455300,0.815218253968254
1455310,0.832857142857143
1455311,0.791626984126984
1455315,0.567916666666667
1455322,0.805634920634921
1455328,0.267361111111111
1455343,0.824702380952381
1455798,0.62468253968254
1499605,0.75484126984127
1499607,0.902400793650794
1499608,0.889940476190476
1499609,0.770396825396825
1499614,0.451845238095238
1499615,0.872738095238095
1499617,0.925793650793651
1499620,0.737837301587302
1499621,0.604484126984127
1499623,0.841884920634921
1499630,0.877638888888889
1499644,0.914206349206349
1499648,0.891845238095238
1499713,0.942063492063492
1499851,0.921051587301587
1499912,0.854880952380952
1560077,0.136527777777778
1560130,0.315337301587302
1560133,0.892261904761905
1560185,0.567083333333333
1562116,0.358849206349206
