"sub.id","prop_correct","z"
"A1TK0ZMZ571GG0",0.225,-1.63207606741178
"A2EOOF9D135HQ1",0.625,0.949131551559075
"A2J5DN5UMU0A3Z",0.775,1.91708440867315
"A3PKJ0CX86ZAWN",0.675,1.27178250393043
"A3ROADR7T6811",0.45,-0.180146781740674
"A3SKEW89V5S0DI",0.275,-1.30942511504042
"A6BQ0GVCHG2CM",0.375,-0.66412321029771
"A7OVF55GAEQ30",0.35,-0.825448686483389
"A1FDPHX8S6G1WM",0.325,-0.986774162669067
"A1L7FGEK7RRXDY",0.425,-0.341472257926353
"A25ZFH3PBOTIIW",0.4,-0.502797734112031
"A2BI6LJSH72Z8F",0.55,0.46515512300204
"A2V27A9GZA1NR2",0.575,0.626480599187718
"A2WYCY1FMQOD5F",0.15,-2.11605249596882
"A3696JXTRKL2FI",0.55,0.46515512300204
"A36O6HV8LCXLJR",0.45,-0.180146781740674
"A3NPEUMTD4PCJD",0.375,-0.66412321029771
"A11HVP5RIG92VD",0.45,-0.180146781740674
"A1PE6QYIXPXXMT",0.65,1.11045702774475
"A1RUFGYQJQMOKT",0.325,-0.986774162669067
"A1YZ1KLA7ASXK7",0.625,0.949131551559075
"A26FQ2XNQB9RQG",0.45,-0.180146781740674
"A37DO9Z1XZCLBN",0.375,-0.66412321029771
"A9U3SMM4J0XF8",0.525,0.303829646816361
"ABUXM7VAW5SKJ",0.925,2.88503726578722
"APUPF3D94XYUQ",0.7,1.43310798011611
"AS0Q47RFF7G5S",0.85,2.40106083723018
"A1EKUECDQ1GTC1",0.525,0.303829646816361
"A1HDRB3VB48WJ8",0.45,-0.180146781740674
"a21kldyy9rz2p",0.35,-0.825448686483389
"A23S3TBFRILU5H",0.75,1.75575893248747
"A24B5UF6RMHYGX",0.175,-1.95472701978314
"A256SILBF4K00K",0.575,0.626480599187718
"A38TRCGRVHE205",0.475,-0.0188213055549959
"A3LDI9J4FZ6S0Q",0.525,0.303829646816361
"AVI7K876BV3QL",0.4,-0.502797734112031
"A1ZBCPFZH8XT7X",0.475,-0.0188213055549959
"A21KAF2UPPRWH7",0.575,0.626480599187718
"A2FSO42T7M8MFY",0.825,2.2397353610445
"A2XRKDUZM4SQ42",0.575,0.626480599187718
"A3BUWQ5C39GRQC",0.375,-0.66412321029771
"A3U74S280Z4B0",0.45,-0.180146781740674
"A4ZW4GNQ98HV6",0.575,0.626480599187718
"A77K8W55MJEKX",0.475,-0.0188213055549959
"AHI8X7NP92DAV",0.225,-1.63207606741178
"AJALV8WOILDPA",0.45,-0.180146781740674
"A14OTLWWDLIHG0",0.3,-1.14809963885475
"A1E610OYLMKW82",0.525,0.303829646816361
"A1N8BW04V76ZSY",0.5,0.142504170630683
"A2HYN1BAX7XB4Y",0.45,-0.180146781740674
"A2LQ6RRTXQILFC",0.55,0.46515512300204
"A2YI7SHAUE3JLU",0.4,-0.502797734112031
"A3EHI7J2E5DSJK",0.125,-2.2773779721545
"A3EZ3U4I5L5WT9",0.45,-0.180146781740674
"A3S2CI33U988P7",0.25,-1.4707505912261
"A3VKMZEZL3CCPN",0.325,-0.986774162669067
"ANI98EM130CXL",0.5,0.142504170630683
