"sub.id","prop_correct","z"
"A14ATQ0J5B0VOX",0.55,0.46515512300204
"A1IU5OP7BBZHZ7",0.55,0.46515512300204
"A1VVR9MA1P9HWJ",0.575,0.626480599187718
"A28RX7L0QZ993M",0.525,0.303829646816361
"A2JUHWRYPJJNUG",0.225,-1.63207606741178
"A2MUR0MDDWK4TY",0.45,-0.180146781740674
"A2YKW761AK4ZGY",0.575,0.626480599187718
"A30V1UH00MWJU5",0.45,-0.180146781740674
"A3SATHBTQSEJKF",0.375,-0.66412321029771
"A8028AFBBS29G",0.45,-0.180146781740674
"A12GQ323JHYS9Q",0.325,-0.986774162669067
"A13KYLCBVG5BEB",0.575,0.626480599187718
"A1H72Y9Z5NJXDS",0.65,1.11045702774475
"A1XZG393ZJRQVZ",0.45,-0.180146781740674
"A248G7WMC2OS7F",0.5,0.142504170630683
"A2B7SPYBPF7H8I",0.25,-1.4707505912261
"A2JADK7LUDYCXB",0.45,-0.180146781740674
"A2Y749J0XM6TIy",0.6,0.787806075373397
"A3CZFTXS9EQSY3",0.375,-0.66412321029771
"A7X2K7IW80TBU",0.65,1.11045702774475
"A18MC27WTCEBA2",0.375,-0.66412321029771
"A1GXFMAC759VRM",0.55,0.46515512300204
"A1HN2W2M73O741",0.475,-0.0188213055549959
"A1SWLR0UPOFRCW",0.75,1.75575893248747
"A2JA8QB8PGYGHJ",0.45,-0.180146781740674
"A2XBRIR84FMHGR",0.575,0.626480599187718
"A3NM3GAVMJEI3J",0.3,-1.14809963885475
"A3RQN5RZD1N2KP",0.75,1.75575893248747
"A3Z8J9G2CIQ0U",0.35,-0.825448686483389
"AJ3GCO6WRY31J",0.65,1.11045702774475
"A14QSZG9TSDO3Z",0.45,-0.180146781740674
"A2C39KTRMOM1XZ",0.275,-1.30942511504042
"A2HHQFXZDKMGAN",0.375,-0.66412321029771
"A32JHON6BQQK90",0.55,0.46515512300204
"A3KVFSHZ2EL0WX",0.575,0.626480599187718
"A3NLXFU5MR0JSR",0.65,1.11045702774475
"A3Q0QELQPXR8QS",0.675,1.27178250393043
"AD4ALUT6LXXBU",0.45,-0.180146781740674
"AY0BJCGY2DHIX",0.725,1.59443345630179
"AZ57C58RDAMJF",0.525,0.303829646816361
"A1OSRAPSRT934Z",0.225,-1.63207606741178
"A1P8M5BKOTAA8I",0.275,-1.30942511504042
"A21LYHAOO5P2CC",0.275,-1.30942511504042
"A2S00V7RUU121E",0.7,1.43310798011611
"A32YYM8WVR8B7S",0.65,1.11045702774475
"A3BBGFC0RG39HK",0.725,1.59443345630179
"A3J01A18AJBGKX",0.475,-0.0188213055549959
"A3PC7RA6GGV76W",0.375,-0.66412321029771
"A3S7RHLILDUFHI",0.35,-0.825448686483389
"AX6JQ37WUHFSH",0.575,0.626480599187718
"A1H198MRIM37T1",0.425,-0.341472257926353
"A1RHRS9B5JAX4C",0.5,0.142504170630683
"A25Q8J2XTZNEKY",0.425,-0.341472257926353
"A26L91YL0GDGD8",0.375,-0.66412321029771
"A2RAC1CU8YLGPC",0.4,-0.502797734112031
"A2VUAAJHX6ROS9",0.55,0.46515512300204
"A341XKSRZ58FJK",0.35,-0.825448686483389
"AFBS8D6KBKKKY",0.7,1.43310798011611
"AL0FOPMAR0Z5F",0.475,-0.0188213055549959
"ALZPOT5R8BMMD",0.5,0.142504170630683
"AMUZ8VMNP6L2A",0.175,-1.95472701978314
"A14LW6D1Q84FC6",0.425,-0.341472257926353
"A1F2MFSHXTGAVD",0.375,-0.66412321029771
