"sub.id","prop_correct","z"
"A14ATQ0J5B0VOX",0.4,-0.679311333294546
"A1IU5OP7BBZHZ7",0.5,0
"A1VVR9MA1P9HWJ",0.5,0
"A28RX7L0QZ993M",0.6,0.679311333294546
"A2JUHWRYPJJNUG",0.275,-1.52845049991273
"A2MUR0MDDWK4TY",0.525,0.169827833323637
"A2YKW761AK4ZGY",0.525,0.169827833323637
"A30V1UH00MWJU5",0.35,-1.01896699994182
"A3SATHBTQSEJKF",0.475,-0.169827833323637
"A8028AFBBS29G",0.425,-0.50948349997091
"A12GQ323JHYS9Q",0.35,-1.01896699994182
"A13KYLCBVG5BEB",0.5,0
"A1H72Y9Z5NJXDS",0.625,0.849139166618183
"A1XZG393ZJRQVZ",0.5,0
"A248G7WMC2OS7F",0.575,0.509483499970909
"A2B7SPYBPF7H8I",0.3,-1.35862266658909
"A2JADK7LUDYCXB",0.55,0.339655666647273
"A2Y749J0XM6TIy",0.575,0.509483499970909
"A3CZFTXS9EQSY3",0.35,-1.01896699994182
"A7X2K7IW80TBU",0.775,1.86810616656
"A18MC27WTCEBA2",0.45,-0.339655666647273
"A1GXFMAC759VRM",0.55,0.339655666647273
"A1HN2W2M73O741",0.525,0.169827833323637
"A1SWLR0UPOFRCW",0.775,1.86810616656
"A2JA8QB8PGYGHJ",0.425,-0.50948349997091
"A2XBRIR84FMHGR",0.375,-0.849139166618183
"A3NM3GAVMJEI3J",0.3,-1.35862266658909
"A3RQN5RZD1N2KP",0.75,1.69827833323637
"A3Z8J9G2CIQ0U",0.425,-0.50948349997091
"AJ3GCO6WRY31J",0.575,0.509483499970909
"A14QSZG9TSDO3Z",0.6,0.679311333294546
"A2C39KTRMOM1XZ",0.425,-0.50948349997091
"A2HHQFXZDKMGAN",0.425,-0.50948349997091
"A32JHON6BQQK90",0.7,1.35862266658909
"A3KVFSHZ2EL0WX",0.7,1.35862266658909
"A3NLXFU5MR0JSR",0.65,1.01896699994182
"A3Q0QELQPXR8QS",0.55,0.339655666647273
"AD4ALUT6LXXBU",0.6,0.679311333294546
"AY0BJCGY2DHIX",0.65,1.01896699994182
"AZ57C58RDAMJF",0.425,-0.50948349997091
"A1OSRAPSRT934Z",0.325,-1.18879483326546
"A1P8M5BKOTAA8I",0.35,-1.01896699994182
"A21LYHAOO5P2CC",0.125,-2.54741749985455
"A2S00V7RUU121E",0.525,0.169827833323637
"A32YYM8WVR8B7S",0.575,0.509483499970909
"A3BBGFC0RG39HK",0.45,-0.339655666647273
"A3J01A18AJBGKX",0.475,-0.169827833323637
"A3PC7RA6GGV76W",0.625,0.849139166618183
"A3S7RHLILDUFHI",0.5,0
"AX6JQ37WUHFSH",0.55,0.339655666647273
"A1H198MRIM37T1",0.275,-1.52845049991273
"A1RHRS9B5JAX4C",0.525,0.169827833323637
"A25Q8J2XTZNEKY",0.175,-2.20776183320728
"A26L91YL0GDGD8",0.425,-0.50948349997091
"A2RAC1CU8YLGPC",0.5,0
"A2VUAAJHX6ROS9",0.55,0.339655666647273
"A341XKSRZ58FJK",0.35,-1.01896699994182
"AFBS8D6KBKKKY",0.475,-0.169827833323637
"AL0FOPMAR0Z5F",0.3,-1.35862266658909
"ALZPOT5R8BMMD",0.475,-0.169827833323637
"AMUZ8VMNP6L2A",0.425,-0.50948349997091
"A14LW6D1Q84FC6",0.575,0.509483499970909
"A1F2MFSHXTGAVD",0.375,-0.849139166618183
"A1TK0ZMZ571GG0",0.25,-1.69827833323637
"A2EOOF9D135HQ1",0.6,0.679311333294546
"A2J5DN5UMU0A3Z",0.7,1.35862266658909
"A3PKJ0CX86ZAWN",0.75,1.69827833323637
"A3ROADR7T6811",0.575,0.509483499970909
"A3SKEW89V5S0DI",0.425,-0.50948349997091
"A6BQ0GVCHG2CM",0.5,0
"A7OVF55GAEQ30",0.45,-0.339655666647273
"A1FDPHX8S6G1WM",0.4,-0.679311333294546
"A1L7FGEK7RRXDY",0.45,-0.339655666647273
"A25ZFH3PBOTIIW",0.575,0.509483499970909
"A2BI6LJSH72Z8F",0.55,0.339655666647273
"A2V27A9GZA1NR2",0.625,0.849139166618183
"A2WYCY1FMQOD5F",0.275,-1.52845049991273
"A3696JXTRKL2FI",0.625,0.849139166618183
"A36O6HV8LCXLJR",0.475,-0.169827833323637
"A3NPEUMTD4PCJD",0.6,0.679311333294546
"A11HVP5RIG92VD",0.475,-0.169827833323637
"A1PE6QYIXPXXMT",0.65,1.01896699994182
"A1RUFGYQJQMOKT",0.5,0
"A1YZ1KLA7ASXK7",0.675,1.18879483326546
