"sub.id","prop_correct","z"
"A14ATQ0J5B0VOX",0.375,-0.126635702393578
"A1IU5OP7BBZHZ7",0.5,0.656677920659483
"A1VVR9MA1P9HWJ",0.35,-0.28329842700419
"A28RX7L0QZ993M",0.375,-0.126635702393578
"A2JUHWRYPJJNUG",0.2,-1.22327477466786
"A2MUR0MDDWK4TY",0.45,0.343352471438258
"A2YKW761AK4ZGY",0.475,0.50001519604887
"A30V1UH00MWJU5",0.475,0.50001519604887
"A3SATHBTQSEJKF",0.325,-0.439961151614802
"A8028AFBBS29G",0.375,-0.126635702393578
"A12GQ323JHYS9Q",0.35,-0.28329842700419
"A13KYLCBVG5BEB",0.3,-0.596623876225415
"A1H72Y9Z5NJXDS",0.475,0.50001519604887
"A1XZG393ZJRQVZ",0.25,-0.909949325446639
"A248G7WMC2OS7F",0.175,-1.37993749927848
"A2B7SPYBPF7H8I",0.175,-1.37993749927848
"A2JADK7LUDYCXB",0.5,0.656677920659483
"A2Y749J0XM6TIy",0.325,-0.439961151614802
"A3CZFTXS9EQSY3",0.425,0.186689746827646
"A7X2K7IW80TBU",0.3,-0.596623876225415
"A18MC27WTCEBA2",0.325,-0.439961151614802
"A1GXFMAC759VRM",0.325,-0.439961151614802
"A1HN2W2M73O741",0.275,-0.753286600836026
"A1SWLR0UPOFRCW",0.325,-0.439961151614802
"A2JA8QB8PGYGHJ",0.3,-0.596623876225415
"A2XBRIR84FMHGR",0.275,-0.753286600836026
"A3NM3GAVMJEI3J",0.3,-0.596623876225415
"A3RQN5RZD1N2KP",0.375,-0.126635702393578
"A3Z8J9G2CIQ0U",0.3,-0.596623876225415
"AJ3GCO6WRY31J",0.625,1.43999154371254
"A14QSZG9TSDO3Z",0.5,0.656677920659483
"A2C39KTRMOM1XZ",0.475,0.50001519604887
"A2HHQFXZDKMGAN",0.375,-0.126635702393578
"A32JHON6BQQK90",0.45,0.343352471438258
"A3KVFSHZ2EL0WX",0.5,0.656677920659483
"A3NLXFU5MR0JSR",0.65,1.59665426832316
"A3Q0QELQPXR8QS",0.425,0.186689746827646
"AD4ALUT6LXXBU",0.225,-1.06661205005725
"AY0BJCGY2DHIX",0.4,0.0300270222170342
"AZ57C58RDAMJF",0.4,0.0300270222170342
"A1OSRAPSRT934Z",0.25,-0.909949325446639
"A1P8M5BKOTAA8I",0.35,-0.28329842700419
"A21LYHAOO5P2CC",0.1,-1.84992567311031
"A2S00V7RUU121E",0.75,2.2233051667656
"A32YYM8WVR8B7S",0.55,0.970003369880707
"A3BBGFC0RG39HK",0.425,0.186689746827646
"A3J01A18AJBGKX",0.25,-0.909949325446639
"A3PC7RA6GGV76W",0.525,0.813340645270095
"A3S7RHLILDUFHI",0.25,-0.909949325446639
"AX6JQ37WUHFSH",0.6,1.28332881910193
"A1H198MRIM37T1",0.275,-0.753286600836026
"A1RHRS9B5JAX4C",0.55,0.970003369880707
"A25Q8J2XTZNEKY",0.325,-0.439961151614802
"A26L91YL0GDGD8",0.3,-0.596623876225415
"A2RAC1CU8YLGPC",0.35,-0.28329842700419
"A2VUAAJHX6ROS9",0.575,1.12666609449132
"A341XKSRZ58FJK",0.275,-0.753286600836026
"AFBS8D6KBKKKY",0.55,0.970003369880707
"AL0FOPMAR0Z5F",0.45,0.343352471438258
"ALZPOT5R8BMMD",0.65,1.59665426832316
"AMUZ8VMNP6L2A",0.2,-1.22327477466786
"A14LW6D1Q84FC6",0.375,-0.126635702393578
"A1F2MFSHXTGAVD",0.25,-0.909949325446639
"A1TK0ZMZ571GG0",0.25,-0.909949325446639
"A2EOOF9D135HQ1",0.55,0.970003369880707
"A2J5DN5UMU0A3Z",0.75,2.2233051667656
