Key,Username,Version,List,Human,Lev0,Lev1,Lev2,Lev3,Lev4,Lev5
STAIRS,A2VUAAJHX6ROS9,C,6,1,1,1,1,1,1,1
TABLE,A2VUAAJHX6ROS9,C,6,1,1,1,1,1,1,1
BRUSH,A2WYCY1FMQOD5F,D,2,0,0,0,0,0,0,0
CANDLE,A2WYCY1FMQOD5F,D,2,0,0,0,0,0,0,0
COMB,A2WYCY1FMQOD5F,D,2,0,0,0,0,0,0,0
CURLING IRON,A2WYCY1FMQOD5F,D,2,0,0,0,0,0,0,0
DEODORANT,A2WYCY1FMQOD5F,D,2,0,0,0,0,0,0,0
FAUCET,A2WYCY1FMQOD5F,D,2,0,0,0,0,0,0,0
HAIR DRYER,A2WYCY1FMQOD5F,D,2,0,0,0,0,1,1,1
LOOFAH,A2WYCY1FMQOD5F,D,2,0,0,0,0,0,0,0
LOTION,A2WYCY1FMQOD5F,D,2,0,0,0,0,0,0,0
MAT,A2WYCY1FMQOD5F,D,2,1,1,1,1,1,1,1
MEDICINE,A2WYCY1FMQOD5F,D,2,0,0,0,0,0,0,0
MOUTHWASH,A2WYCY1FMQOD5F,D,2,1,0,0,0,1,1,1
PLUNGER,A2WYCY1FMQOD5F,D,2,0,0,0,0,0,0,0
SCALE,A2WYCY1FMQOD5F,D,2,0,0,0,0,0,0,0
SHAMPOO,A2WYCY1FMQOD5F,D,2,0,0,0,0,0,0,0
SHAVER,A2WYCY1FMQOD5F,D,2,0,0,0,0,0,0,0
SOAP,A2WYCY1FMQOD5F,D,2,0,0,0,0,0,0,0
TILE,A2WYCY1FMQOD5F,D,2,0,0,0,0,0,0,0
TWEEZERS,A2WYCY1FMQOD5F,D,2,1,1,1,1,1,1,1
VANITY,A2WYCY1FMQOD5F,D,2,0,0,0,0,0,0,0
ALARM,A2WYCY1FMQOD5F,D,3,0,0,0,0,0,0,0
BARS,A2WYCY1FMQOD5F,D,3,1,1,1,1,1,1,1
BUNKBED,A2WYCY1FMQOD5F,D,3,0,0,0,0,0,0,0
CAFETERIA,A2WYCY1FMQOD5F,D,3,1,1,1,1,1,1,1
CELL,A2WYCY1FMQOD5F,D,3,0,0,0,0,0,0,0
CHAIN,A2WYCY1FMQOD5F,D,3,0,0,0,0,0,0,0
CHAINLINK,A2WYCY1FMQOD5F,D,3,0,0,0,0,0,0,0
CIGARETTE,A2WYCY1FMQOD5F,D,3,1,1,1,1,1,1,1
DETECTIVE,A2WYCY1FMQOD5F,D,3,0,0,0,0,0,0,0
FIGHTS,A2WYCY1FMQOD5F,D,3,0,0,0,0,0,0,0
FINGERPRINTS,A2WYCY1FMQOD5F,D,3,0,0,0,0,0,0,0
GUARD,A2WYCY1FMQOD5F,D,3,0,0,0,0,0,0,0
INMATE,A2WYCY1FMQOD5F,D,3,1,1,1,1,1,1,1
NEEDLE,A2WYCY1FMQOD5F,D,3,0,0,0,0,0,0,0
OFFICER,A2WYCY1FMQOD5F,D,3,0,0,0,0,0,0,0
PISTOL,A2WYCY1FMQOD5F,D,3,0,0,0,0,0,0,0
SHACKLE,A2WYCY1FMQOD5F,D,3,0,0,0,0,0,0,0
TATTOO,A2WYCY1FMQOD5F,D,3,1,0,0,0,0,0,0
TOWER,A2WYCY1FMQOD5F,D,3,0,0,0,0,0,0,0
WEIGHTS,A2WYCY1FMQOD5F,D,3,0,0,0,0,0,0,0
BRUSH,A2XBRIR84FM,B,2,1,1,1,1,1,1,1
CANDLE,A2XBRIR84FM,B,2,0,0,0,0,0,0,0
COMB,A2XBRIR84FM,B,2,1,1,1,1,1,1,1
CURLING IRON,A2XBRIR84FM,B,2,0,0,0,0,0,0,0
DEODORANT,A2XBRIR84FM,B,2,0,0,0,0,0,0,0
FAUCET,A2XBRIR84FM,B,2,0,0,0,0,0,0,0
HAIR DRYER,A2XBRIR84FM,B,2,1,1,1,1,1,1,1
LOOFAH,A2XBRIR84FM,B,2,1,1,1,1,1,1,1
LOTION,A2XBRIR84FM,B,2,0,0,0,0,0,0,0
MAT,A2XBRIR84FM,B,2,0,0,0,0,0,0,0
MEDICINE,A2XBRIR84FM,B,2,0,0,0,0,0,0,0
MOUTHWASH,A2XBRIR84FM,B,2,0,0,0,0,0,0,0
PLUNGER,A2XBRIR84FM,B,2,0,0,0,0,0,0,0
SCALE,A2XBRIR84FM,B,2,0,0,0,0,0,0,0
SHAMPOO,A2XBRIR84FM,B,2,1,1,1,1,1,1,1
SHAVER,A2XBRIR84FM,B,2,1,1,1,1,1,1,1
SOAP,A2XBRIR84FM,B,2,1,1,1,1,1,1,1
TILE,A2XBRIR84FM,B,2,1,1,1,1,1,1,1
TWEEZERS,A2XBRIR84FM,B,2,1,1,1,1,1,1,1
VANITY,A2XBRIR84FM,B,2,1,1,1,1,1,1,1
ALARM,A2XBRIR84FM,B,3,1,1,1,1,1,1,1
BARS,A2XBRIR84FM,B,3,0,0,0,0,0,0,0
BUNKBED,A2XBRIR84FM,B,3,1,1,1,1,1,1,1
CAFETERIA,A2XBRIR84FM,B,3,0,0,0,0,0,0,0
CELL,A2XBRIR84FM,B,3,1,1,1,1,1,1,1
CHAIN,A2XBRIR84FM,B,3,1,1,1,1,1,1,1
CHAINLINK,A2XBRIR84FM,B,3,1,1,1,1,1,1,1
CIGARETTE,A2XBRIR84FM,B,3,0,0,0,0,0,0,0
DETECTIVE,A2XBRIR84FM,B,3,1,1,1,1,1,1,1
FIGHTS,A2XBRIR84FM,B,3,1,1,1,1,1,1,1
FINGERPRINTS,A2XBRIR84FM,B,3,0,0,0,0,0,0,0
GUARD,A2XBRIR84FM,B,3,1,1,1,1,1,1,1
INMATE,A2XBRIR84FM,B,3,0,0,0,0,0,0,0
NEEDLE,A2XBRIR84FM,B,3,1,1,1,1,1,1,1
OFFICER,A2XBRIR84FM,B,3,1,1,1,1,1,1,1
PISTOL,A2XBRIR84FM,B,3,0,0,0,0,0,0,0
SHACKLE,A2XBRIR84FM,B,3,0,0,0,0,0,0,0
TATTOO,A2XBRIR84FM,B,3,1,1,1,1,1,1,1
TOWER,A2XBRIR84FM,B,3,1,1,1,1,1,1,1
WEIGHTS,A2XBRIR84FM,B,3,1,1,1,1,1,1,1
BRUSH,A2XRKDUZM4,F,2,1,1,1,1,1,1,1
CANDLE,A2XRKDUZM4,F,2,0,0,0,0,0,0,0
COMB,A2XRKDUZM4,F,2,1,1,1,1,1,1,1
CURLING IRON,A2XRKDUZM4,F,2,1,1,1,1,1,1,1
DEODORANT,A2XRKDUZM4,F,2,1,1,1,1,1,1,1
FAUCET,A2XRKDUZM4,F,2,1,1,1,1,1,1,1
HAIR DRYER,A2XRKDUZM4,F,2,1,1,1,1,1,1,1
LOOFAH,A2XRKDUZM4,F,2,0,0,0,0,0,0,0
LOTION,A2XRKDUZM4,F,2,0,0,0,0,0,0,0
MAT,A2XRKDUZM4,F,2,0,0,0,0,0,0,0
MEDICINE,A2XRKDUZM4,F,2,0,0,0,0,0,0,0
MOUTHWASH,A2XRKDUZM4,F,2,0,0,0,0,0,0,0
PLUNGER,A2XRKDUZM4,F,2,1,1,1,1,1,1,1
SCALE,A2XRKDUZM4,F,2,1,1,1,1,1,1,1
SHAMPOO,A2XRKDUZM4,F,2,1,1,1,1,1,1,1
SHAVER,A2XRKDUZM4,F,2,0,0,0,0,0,0,0
SOAP,A2XRKDUZM4,F,2,1,1,1,1,1,1,1
TILE,A2XRKDUZM4,F,2,1,1,1,1,1,1,1
TWEEZERS,A2XRKDUZM4,F,2,0,0,0,0,0,0,0
VANITY,A2XRKDUZM4,F,2,1,1,1,1,1,1,1
ALARM,A2XRKDUZM4,F,3,0,0,0,0,0,0,0
BARS,A2XRKDUZM4,F,3,1,1,1,1,1,1,1
BUNKBED,A2XRKDUZM4,F,3,1,0,0,0,0,0,0
CAFETERIA,A2XRKDUZM4,F,3,1,1,1,1,1,1,1
CELL,A2XRKDUZM4,F,3,0,0,0,0,0,0,0
CHAIN,A2XRKDUZM4,F,3,1,1,1,1,1,1,1
CHAINLINK,A2XRKDUZM4,F,3,1,1,1,1,1,1,1
CIGARETTE,A2XRKDUZM4,F,3,0,0,0,0,0,0,0
DETECTIVE,A2XRKDUZM4,F,3,1,1,1,1,1,1,1
FIGHTS,A2XRKDUZM4,F,3,1,1,1,1,1,1,1
FINGERPRINTS,A2XRKDUZM4,F,3,0,0,0,0,0,0,0
GUARD,A2XRKDUZM4,F,3,1,1,1,1,1,1,1
INMATE,A2XRKDUZM4,F,3,0,0,0,0,0,0,0
NEEDLE,A2XRKDUZM4,F,3,0,0,0,0,0,0,0
OFFICER,A2XRKDUZM4,F,3,1,1,1,1,1,1,1
PISTOL,A2XRKDUZM4,F,3,0,0,0,0,0,0,0
SHACKLE,A2XRKDUZM4,F,3,1,1,1,1,1,1,1
TATTOO,A2XRKDUZM4,F,3,0,0,0,0,0,0,0
TOWER,A2XRKDUZM4,F,3,1,1,1,1,1,1,1
WEIGHTS,A2XRKDUZM4,F,3,1,1,1,1,1,1,1
BICYCLE,A2Y749JOXM6TIy,A,2,1,1,1,1,1,1,1
BOTTLE,A2Y749JOXM6TIy,A,2,0,0,0,0,0,0,0
DREIDEL,A2Y749JOXM6TIy,A,2,0,0,0,0,0,0,0
GEAR,A2Y749JOXM6TIy,A,2,1,1,1,1,1,1,1
GYROSCOPE,A2Y749JOXM6TIy,A,2,1,1,1,1,1,1,1
HURRICANE,A2Y749JOXM6TIy,A,2,1,1,1,1,1,1,1
ORB,A2Y749JOXM6TIy,A,2,1,1,1,1,1,1,1
PINWHEEL,A2Y749JOXM6TIy,A,2,1,1,1,1,1,1,1
PROPELLER,A2Y749JOXM6TIy,A,2,0,0,0,0,0,0,0
RECORD,A2Y749JOXM6TIy,A,2,1,1,1,1,1,1,1
ROTISSERIE,A2Y749JOXM6TIy,A,2,0,0,0,0,0,0,0
ROULETTE,A2Y749JOXM6TIy,A,2,0,0,0,0,0,0,0
SATELLITE,A2Y749JOXM6TIy,A,2,1,1,1,1,1,1,1
SPHERE,A2Y749JOXM6TIy,A,2,0,0,0,0,0,0,0
SPIRAL,A2Y749JOXM6TIy,A,2,1,1,1,1,1,1,1
SPOOL,A2Y749JOXM6TIy,A,2,1,1,1,1,1,1,1
TOP,A2Y749JOXM6TIy,A,2,0,0,0,0,0,0,0
TORNADO,A2Y749JOXM6TIy,A,2,1,1,1,1,1,1,1
WINDMILL,A2Y749JOXM6TIy,A,2,1,1,1,1,1,1,1
YO-YO,A2Y749JOXM6TIy,A,2,0,0,0,0,0,0,0
BARN,A2Y749JOXM6TIy,A,6,1,1,1,1,1,1,1
BASEBALL BAT,A2Y749JOXM6TIy,A,6,1,1,1,1,1,1,1
BENCH,A2Y749JOXM6TIy,A,6,0,0,0,0,0,0,0
BOOMERANG,A2Y749JOXM6TIy,A,6,0,0,0,0,0,0,0
CABINET,A2Y749JOXM6TIy,A,6,0,0,0,0,0,0,0
CHAIR,A2Y749JOXM6TIy,A,6,0,0,0,0,0,0,0
CLOGS,A2Y749JOXM6TIy,A,6,0,0,0,0,0,0,0
DESK,A2Y749JOXM6TIy,A,6,1,1,1,1,1,1,1
DOCK,A2Y749JOXM6TIy,A,6,1,1,1,1,1,1,1
DOOR,A2Y749JOXM6TIy,A,6,1,1,1,1,1,1,1
GAZEBO,A2Y749JOXM6TIy,A,6,1,1,1,1,1,1,1
HOUSE,A2Y749JOXM6TIy,A,6,1,1,1,1,1,1,1
PENCIL,A2Y749JOXM6TIy,A,6,1,1,1,1,1,1,1
ROCKING HORSE,A2Y749JOXM6TIy,A,6,1,1,1,1,1,1,1
RULER,A2Y749JOXM6TIy,A,6,0,0,0,0,0,0,0
SHELF,A2Y749JOXM6TIy,A,6,1,1,1,1,1,1,1
SHIP,A2Y749JOXM6TIy,A,6,1,1,1,1,1,1,1
SLED,A2Y749JOXM6TIy,A,6,0,0,0,0,0,0,0
STAIRS,A2Y749JOXM6TIy,A,6,0,0,0,0,0,0,0
TABLE,A2Y749JOXM6TIy,A,6,1,1,1,1,1,1,1
BRUSH,A2YI7SHAUE3JLU,F,2,1,1,1,1,1,1,1
CANDLE,A2YI7SHAUE3JLU,F,2,0,0,0,0,0,0,0
COMB,A2YI7SHAUE3JLU,F,2,1,1,1,1,1,1,1
CURLING IRON,A2YI7SHAUE3JLU,F,2,0,0,0,0,0,0,0
DEODORANT,A2YI7SHAUE3JLU,F,2,1,1,1,1,1,1,1
FAUCET,A2YI7SHAUE3JLU,F,2,1,1,1,1,1,1,1
HAIR DRYER,A2YI7SHAUE3JLU,F,2,0,0,0,0,0,0,0
LOOFAH,A2YI7SHAUE3JLU,F,2,1,1,1,1,1,1,1
LOTION,A2YI7SHAUE3JLU,F,2,0,0,0,0,0,0,0
MAT,A2YI7SHAUE3JLU,F,2,0,0,0,0,0,0,0
MEDICINE,A2YI7SHAUE3JLU,F,2,0,0,0,0,0,0,0
MOUTHWASH,A2YI7SHAUE3JLU,F,2,0,0,0,0,0,0,0
PLUNGER,A2YI7SHAUE3JLU,F,2,0,0,0,0,0,0,0
SCALE,A2YI7SHAUE3JLU,F,2,0,0,0,0,0,0,0
SHAMPOO,A2YI7SHAUE3JLU,F,2,1,1,1,1,1,1,1
SHAVER,A2YI7SHAUE3JLU,F,2,0,0,0,0,0,0,0
SOAP,A2YI7SHAUE3JLU,F,2,1,1,1,1,1,1,1
TILE,A2YI7SHAUE3JLU,F,2,0,0,0,0,0,0,0
TWEEZERS,A2YI7SHAUE3JLU,F,2,1,1,1,1,1,1,1
VANITY,A2YI7SHAUE3JLU,F,2,1,1,1,1,1,1,1
ALARM,A2YI7SHAUE3JLU,F,3,1,1,1,1,1,1,1
BARS,A2YI7SHAUE3JLU,F,3,1,0,1,1,1,1,1
BUNKBED,A2YI7SHAUE3JLU,F,3,0,0,0,0,0,0,0
CAFETERIA,A2YI7SHAUE3JLU,F,3,0,0,0,0,0,0,0
CELL,A2YI7SHAUE3JLU,F,3,0,0,0,0,0,0,0
CHAIN,A2YI7SHAUE3JLU,F,3,0,0,0,0,0,0,0
CHAINLINK,A2YI7SHAUE3JLU,F,3,0,0,0,0,0,0,0
CIGARETTE,A2YI7SHAUE3JLU,F,3,0,0,0,0,0,0,0
DETECTIVE,A2YI7SHAUE3JLU,F,3,1,1,1,1,1,1,1
FIGHTS,A2YI7SHAUE3JLU,F,3,0,0,0,0,0,0,0
FINGERPRINTS,A2YI7SHAUE3JLU,F,3,0,0,0,0,0,0,0
GUARD,A2YI7SHAUE3JLU,F,3,0,0,0,0,0,0,0
INMATE,A2YI7SHAUE3JLU,F,3,1,1,1,1,1,1,1
NEEDLE,A2YI7SHAUE3JLU,F,3,0,0,0,0,0,0,0
OFFICER,A2YI7SHAUE3JLU,F,3,1,1,1,1,1,1,1
PISTOL,A2YI7SHAUE3JLU,F,3,1,1,1,1,1,1,1
SHACKLE,A2YI7SHAUE3JLU,F,3,0,0,0,0,0,0,0
TATTOO,A2YI7SHAUE3JLU,F,3,1,1,1,1,1,1,1
TOWER,A2YI7SHAUE3JLU,F,3,0,0,0,0,0,0,0
WEIGHTS,A2YI7SHAUE3JLU,F,3,1,1,1,1,1,1,1
BICYCLE,A2YKW761AK,A,2,0,0,0,0,0,0,0
BOTTLE,A2YKW761AK,A,2,1,1,1,1,1,1,1
DREIDEL,A2YKW761AK,A,2,0,0,0,0,0,0,0
GEAR,A2YKW761AK,A,2,0,0,0,0,0,0,0
GYROSCOPE,A2YKW761AK,A,2,0,0,0,0,0,0,0
HURRICANE,A2YKW761AK,A,2,1,1,1,1,1,1,1
ORB,A2YKW761AK,A,2,1,1,1,1,1,1,1
PINWHEEL,A2YKW761AK,A,2,1,0,0,0,1,1,1
PROPELLER,A2YKW761AK,A,2,1,1,1,1,1,1,1
RECORD,A2YKW761AK,A,2,0,0,0,0,0,0,0
ROTISSERIE,A2YKW761AK,A,2,0,0,0,0,0,0,0
ROULETTE,A2YKW761AK,A,2,1,1,1,1,1,1,1
SATELLITE,A2YKW761AK,A,2,1,1,1,1,1,1,1
SPHERE,A2YKW761AK,A,2,0,0,0,0,0,0,0
SPIRAL,A2YKW761AK,A,2,1,1,1,1,1,1,1
SPOOL,A2YKW761AK,A,2,0,0,0,0,0,0,0
TOP,A2YKW761AK,A,2,1,1,1,1,1,1,1
TORNADO,A2YKW761AK,A,2,1,1,1,1,1,1,1
WINDMILL,A2YKW761AK,A,2,1,0,0,0,0,1,1
YO-YO,A2YKW761AK,A,2,1,1,1,1,1,1,1
BARN,A2YKW761AK,A,6,1,1,1,1,1,1,1
BASEBALL BAT,A2YKW761AK,A,6,0,0,0,0,0,0,0
BENCH,A2YKW761AK,A,6,1,1,1,1,1,1,1
BOOMERANG,A2YKW761AK,A,6,0,0,0,0,0,0,0
CABINET,A2YKW761AK,A,6,0,0,0,0,0,0,0
CHAIR,A2YKW761AK,A,6,1,1,1,1,1,1,1
CLOGS,A2YKW761AK,A,6,1,1,1,1,1,1,1
DESK,A2YKW761AK,A,6,1,1,1,1,1,1,1
DOCK,A2YKW761AK,A,6,1,1,1,1,1,1,1
DOOR,A2YKW761AK,A,6,1,1,1,1,1,1,1
GAZEBO,A2YKW761AK,A,6,1,1,1,1,1,1,1
HOUSE,A2YKW761AK,A,6,0,0,0,0,0,0,0
PENCIL,A2YKW761AK,A,6,1,1,1,1,1,1,1
ROCKING HORSE,A2YKW761AK,A,6,0,0,1,1,1,1,1
RULER,A2YKW761AK,A,6,1,1,1,1,1,1,1
SHELF,A2YKW761AK,A,6,1,1,1,1,1,1,1
SHIP,A2YKW761AK,A,6,1,1,1,1,1,1,1
SLED,A2YKW761AK,A,6,0,0,0,0,0,0,0
STAIRS,A2YKW761AK,A,6,0,0,0,0,0,0,0
TABLE,A2YKW761AK,A,6,1,1,1,1,1,1,1
BICYCLE,A30V1UH00M,A,2,1,1,1,1,1,1,1
BOTTLE,A30V1UH00M,A,2,1,1,1,1,1,1,1
DREIDEL,A30V1UH00M,A,2,0,0,0,0,0,0,0
GEAR,A30V1UH00M,A,2,0,0,0,0,0,0,0
GYROSCOPE,A30V1UH00M,A,2,0,0,0,0,0,0,0
HURRICANE,A30V1UH00M,A,2,0,0,0,0,0,0,0
ORB,A30V1UH00M,A,2,0,0,0,0,0,0,0
PINWHEEL,A30V1UH00M,A,2,0,0,0,0,0,0,0
PROPELLER,A30V1UH00M,A,2,1,1,1,1,1,1,1
RECORD,A30V1UH00M,A,2,1,1,1,1,1,1,1
ROTISSERIE,A30V1UH00M,A,2,0,0,0,0,0,0,0
ROULETTE,A30V1UH00M,A,2,0,0,0,0,0,0,0
SATELLITE,A30V1UH00M,A,2,1,1,1,1,1,1,1
SPHERE,A30V1UH00M,A,2,0,0,0,0,0,0,0
SPIRAL,A30V1UH00M,A,2,1,1,1,1,1,1,1
SPOOL,A30V1UH00M,A,2,1,0,0,0,0,0,0
TOP,A30V1UH00M,A,2,0,1,1,1,1,1,1
TORNADO,A30V1UH00M,A,2,1,0,0,0,0,0,0
WINDMILL,A30V1UH00M,A,2,0,0,0,0,0,0,0
YO-YO,A30V1UH00M,A,2,1,1,1,1,1,1,1
BARN,A30V1UH00M,A,6,1,1,1,1,1,1,1
BASEBALL BAT,A30V1UH00M,A,6,0,0,0,0,0,0,0
BENCH,A30V1UH00M,A,6,0,0,0,0,0,0,0
BOOMERANG,A30V1UH00M,A,6,0,0,0,0,0,0,0
CABINET,A30V1UH00M,A,6,1,1,1,1,1,1,1
CHAIR,A30V1UH00M,A,6,1,1,1,1,1,1,1
CLOGS,A30V1UH00M,A,6,0,0,0,0,0,0,0
DESK,A30V1UH00M,A,6,1,1,1,1,1,1,1
DOCK,A30V1UH00M,A,6,0,0,0,0,0,0,0
DOOR,A30V1UH00M,A,6,0,0,0,0,0,0,0
GAZEBO,A30V1UH00M,A,6,0,0,0,0,0,0,0
HOUSE,A30V1UH00M,A,6,1,1,1,1,1,1,1
PENCIL,A30V1UH00M,A,6,1,1,1,1,1,1,1
ROCKING HORSE,A30V1UH00M,A,6,1,1,1,1,1,1,1
RULER,A30V1UH00M,A,6,1,1,1,1,1,1,1
SHELF,A30V1UH00M,A,6,0,0,0,0,0,0,0
SHIP,A30V1UH00M,A,6,1,1,1,1,1,1,1
SLED,A30V1UH00M,A,6,0,0,0,0,0,0,0
STAIRS,A30V1UH00M,A,6,1,1,1,1,1,1,1
TABLE,A30V1UH00M,A,6,0,0,0,0,0,0,0
BRUSH,A32JHON6BQQK90,B,2,1,1,1,1,1,1,1
CANDLE,A32JHON6BQQK90,B,2,0,0,0,0,0,0,0
COMB,A32JHON6BQQK90,B,2,1,1,1,1,1,1,1
CURLING IRON,A32JHON6BQQK90,B,2,1,0,0,0,1,1,1
DEODORANT,A32JHON6BQQK90,B,2,1,0,0,0,0,0,0
FAUCET,A32JHON6BQQK90,B,2,1,0,0,0,0,0,0
HAIR DRYER,A32JHON6BQQK90,B,2,0,0,0,0,0,0,0
LOOFAH,A32JHON6BQQK90,B,2,1,0,0,0,0,0,0
LOTION,A32JHON6BQQK90,B,2,1,1,1,1,1,1,1
MAT,A32JHON6BQQK90,B,2,1,1,1,1,1,1,1
MEDICINE,A32JHON6BQQK90,B,2,0,0,0,0,0,0,0
MOUTHWASH,A32JHON6BQQK90,B,2,0,0,0,0,0,0,0
PLUNGER,A32JHON6BQQK90,B,2,0,0,0,0,0,0,0
SCALE,A32JHON6BQQK90,B,2,1,1,1,1,1,1,1
SHAMPOO,A32JHON6BQQK90,B,2,1,1,1,1,1,1,1
SHAVER,A32JHON6BQQK90,B,2,1,1,1,1,1,1,1
SOAP,A32JHON6BQQK90,B,2,1,1,1,1,1,1,1
TILE,A32JHON6BQQK90,B,2,0,0,0,0,0,0,0
TWEEZERS,A32JHON6BQQK90,B,2,0,0,0,0,0,0,0
VANITY,A32JHON6BQQK90,B,2,1,1,1,1,1,1,1
ALARM,A32JHON6BQQK90,B,3,0,0,0,0,0,0,0
BARS,A32JHON6BQQK90,B,3,1,1,1,1,1,1,1
BUNKBED,A32JHON6BQQK90,B,3,1,0,0,0,0,0,0
CAFETERIA,A32JHON6BQQK90,B,3,1,1,1,1,1,1,1
CELL,A32JHON6BQQK90,B,3,1,1,1,1,1,1,1
CHAIN,A32JHON6BQQK90,B,3,1,1,1,1,1,1,1
CHAINLINK,A32JHON6BQQK90,B,3,1,1,1,1,1,1,1
CIGARETTE,A32JHON6BQQK90,B,3,0,0,0,0,0,0,0
DETECTIVE,A32JHON6BQQK90,B,3,1,1,1,1,1,1,1
FIGHTS,A32JHON6BQQK90,B,3,1,0,1,1,1,1,1
FINGERPRINTS,A32JHON6BQQK90,B,3,0,0,0,0,0,0,0
GUARD,A32JHON6BQQK90,B,3,1,1,1,1,1,1,1
INMATE,A32JHON6BQQK90,B,3,1,1,1,1,1,1,1
NEEDLE,A32JHON6BQQK90,B,3,0,0,0,0,0,0,0
OFFICER,A32JHON6BQQK90,B,3,1,1,1,1,1,1,1
PISTOL,A32JHON6BQQK90,B,3,1,1,1,1,1,1,1
SHACKLE,A32JHON6BQQK90,B,3,1,0,0,0,0,0,0
TATTOO,A32JHON6BQQK90,B,3,1,1,1,1,1,1,1
TOWER,A32JHON6BQQK90,B,3,1,1,1,1,1,1,1
WEIGHTS,A32JHON6BQQK90,B,3,1,1,1,1,1,1,1
BICYCLE,A32YYM8WVI,C,2,1,1,1,1,1,1,1
BOTTLE,A32YYM8WVI,C,2,0,0,0,0,0,0,0
DREIDEL,A32YYM8WVI,C,2,1,1,1,1,1,1,1
GEAR,A32YYM8WVI,C,2,0,0,0,0,0,0,0
GYROSCOPE,A32YYM8WVI,C,2,0,0,0,0,0,0,0
HURRICANE,A32YYM8WVI,C,2,1,1,1,1,1,1,1
ORB,A32YYM8WVI,C,2,1,1,1,1,1,1,1
PINWHEEL,A32YYM8WVI,C,2,1,1,1,1,1,1,1
PROPELLER,A32YYM8WVI,C,2,1,1,1,1,1,1,1
RECORD,A32YYM8WVI,C,2,0,0,0,0,0,0,0
ROTISSERIE,A32YYM8WVI,C,2,1,1,1,1,1,1,1
ROULETTE,A32YYM8WVI,C,2,0,0,0,0,0,0,0
SATELLITE,A32YYM8WVI,C,2,1,1,1,1,1,1,1
SPHERE,A32YYM8WVI,C,2,1,1,1,1,1,1,1
SPIRAL,A32YYM8WVI,C,2,0,0,0,0,0,0,0
SPOOL,A32YYM8WVI,C,2,0,0,0,0,0,0,0
TOP,A32YYM8WVI,C,2,1,1,1,1,1,1,1
TORNADO,A32YYM8WVI,C,2,1,1,1,1,1,1,1
WINDMILL,A32YYM8WVI,C,2,1,1,1,1,1,1,1
YO-YO,A32YYM8WVI,C,2,1,1,1,1,1,1,1
BARN,A32YYM8WVI,C,6,1,1,1,1,1,1,1
BASEBALL BAT,A32YYM8WVI,C,6,1,1,1,1,1,1,1
BENCH,A32YYM8WVI,C,6,1,1,1,1,1,1,1
BOOMERANG,A32YYM8WVI,C,6,0,0,0,0,0,0,0
CABINET,A32YYM8WVI,C,6,0,0,0,0,0,0,0
CHAIR,A32YYM8WVI,C,6,1,1,1,1,1,1,1
CLOGS,A32YYM8WVI,C,6,0,0,0,0,0,0,0
DESK,A32YYM8WVI,C,6,1,1,1,1,1,1,1
DOCK,A32YYM8WVI,C,6,0,0,0,0,0,0,0
DOOR,A32YYM8WVI,C,6,0,0,0,0,0,0,0
GAZEBO,A32YYM8WVI,C,6,1,1,1,1,1,1,1
HOUSE,A32YYM8WVI,C,6,1,1,1,1,1,1,1
PENCIL,A32YYM8WVI,C,6,1,1,1,1,1,1,1
ROCKING HORSE,A32YYM8WVI,C,6,1,1,1,1,1,1,1
RULER,A32YYM8WVI,C,6,1,1,1,1,1,1,1
SHELF,A32YYM8WVI,C,6,1,1,1,1,1,1,1
SHIP,A32YYM8WVI,C,6,0,0,0,0,0,0,0
SLED,A32YYM8WVI,C,6,0,0,0,0,0,0,0
STAIRS,A32YYM8WVI,C,6,1,1,1,1,1,1,1
TABLE,A32YYM8WVI,C,6,1,1,1,1,1,1,1
BICYCLE,A341XKSRZ58FJK,C,2,0,0,0,0,0,0,0
BOTTLE,A341XKSRZ58FJK,C,2,0,0,0,0,0,0,0
DREIDEL,A341XKSRZ58FJK,C,2,0,0,0,0,0,0,0
GEAR,A341XKSRZ58FJK,C,2,0,0,0,0,0,0,0
GYROSCOPE,A341XKSRZ58FJK,C,2,1,1,1,1,1,1,1
HURRICANE,A341XKSRZ58FJK,C,2,0,0,0,0,0,0,0
ORB,A341XKSRZ58FJK,C,2,1,1,1,1,1,1,1
PINWHEEL,A341XKSRZ58FJK,C,2,0,0,0,0,0,0,0
PROPELLER,A341XKSRZ58FJK,C,2,0,0,0,0,0,0,0
RECORD,A341XKSRZ58FJK,C,2,0,0,0,0,0,0,0
ROTISSERIE,A341XKSRZ58FJK,C,2,1,1,1,1,1,1,1
ROULETTE,A341XKSRZ58FJK,C,2,1,1,1,1,1,1,1
SATELLITE,A341XKSRZ58FJK,C,2,0,0,0,0,0,0,0
SPHERE,A341XKSRZ58FJK,C,2,1,1,1,1,1,1,1
SPIRAL,A341XKSRZ58FJK,C,2,0,0,0,0,0,0,0
SPOOL,A341XKSRZ58FJK,C,2,0,0,0,0,0,0,0
TOP,A341XKSRZ58FJK,C,2,0,0,0,0,0,0,0
TORNADO,A341XKSRZ58FJK,C,2,1,1,1,1,1,1,1
WINDMILL,A341XKSRZ58FJK,C,2,0,0,0,0,0,0,0
YO-YO,A341XKSRZ58FJK,C,2,0,0,0,0,0,0,0
BARN,A341XKSRZ58FJK,C,6,0,0,0,0,0,0,0
BASEBALL BAT,A341XKSRZ58FJK,C,6,1,1,1,1,1,1,1
BENCH,A341XKSRZ58FJK,C,6,0,0,0,0,0,0,0
