Key,Username,Version,List,list_type,Human,Lev0,Lev1,Lev2,Lev3,Lev4,Lev5
HELMET,A3S7RHLILDU,C,3,Unrel,0,0,0,0,0,0,0
HERMIT,A3S7RHLILDU,C,3,Unrel,1,0,0,0,0,0,0
INDEX,A3S7RHLILDU,C,3,Unrel,1,1,1,1,0,0,0
JAM,A3S7RHLILDU,C,3,Unrel,1,1,1,1,0,0,0
KEG,A3S7RHLILDU,C,3,Unrel,0,0,0,0,0,0,0
LANTERN,A3S7RHLILDU,C,3,Unrel,1,0,0,0,1,1,1
MANUAL,A3S7RHLILDU,C,3,Unrel,0,0,0,0,0,0,0
METEOR,A3S7RHLILDU,C,3,Unrel,0,1,1,1,0,0,0
ORPHAN,A3S7RHLILDU,C,3,Unrel,1,1,1,1,1,1,1
WAX,A3S7RHLILDU,C,3,Unrel,0,0,0,0,1,1,1
WHALE,A3S7RHLILDU,C,3,Unrel,0,0,0,0,0,0,0
ACORN,A3S7RHLILDU,C,4,Unrel,0,0,0,0,0,0,0
ANGEL,A3S7RHLILDU,C,4,Unrel,0,0,0,0,0,0,0
BLOSSOM,A3S7RHLILDU,C,4,Unrel,1,1,1,1,0,0,0
CANE,A3S7RHLILDU,C,4,Unrel,0,1,1,1,0,0,0
CANOE,A3S7RHLILDU,C,4,Unrel,1,0,0,0,1,1,1
CANON,A3S7RHLILDU,C,4,Unrel,1,0,0,0,0,0,0
CREST,A3S7RHLILDU,C,4,Unrel,1,0,0,0,0,0,0
DENTIST,A3S7RHLILDU,C,4,Unrel,1,0,0,0,0,0,0
FARM,A3S7RHLILDU,C,4,Unrel,1,0,0,0,0,0,0
FUNK,A3S7RHLILDU,C,4,Unrel,0,1,1,1,0,0,0
INFANT,A3S7RHLILDU,C,4,Unrel,1,0,0,0,0,0,0
KEROSENE,A3S7RHLILDU,C,4,Unrel,1,0,0,0,1,1,1
MATH,A3S7RHLILDU,C,4,Unrel,0,0,0,0,1,1,1
NUGGET,A3S7RHLILDU,C,4,Unrel,0,0,0,0,0,0,0
OUTLAW,A3S7RHLILDU,C,4,Unrel,1,0,0,0,0,0,0
PINT,A3S7RHLILDU,C,4,Unrel,0,0,0,0,0,0,0
QUICHE,A3S7RHLILDU,C,4,Unrel,1,1,1,1,1,1,1
SOLAR,A3S7RHLILDU,C,4,Unrel,0,0,0,0,1,1,1
VALVE,A3S7RHLILDU,C,4,Unrel,0,1,1,1,0,0,0
VAPOR,A3S7RHLILDU,C,4,Unrel,1,1,1,1,0,0,0
ACRE,A3SATHBTQSI,A,3,Unrel,0,0,0,0,0,0,0
BISHOP,A3SATHBTQSI,A,3,Unrel,0,0,0,0,0,0,0
CANDY,A3SATHBTQSI,A,3,Unrel,1,0,0,0,1,1,1
CANTEEN,A3SATHBTQSI,A,3,Unrel,1,0,0,0,1,1,1
DEBT,A3SATHBTQSI,A,3,Unrel,0,1,1,1,0,0,0
DESERT,A3SATHBTQSI,A,3,Unrel,0,0,0,0,0,0,0
EMPRESS,A3SATHBTQSI,A,3,Unrel,0,1,1,1,0,0,0
EPISODE,A3SATHBTQSI,A,3,Unrel,0,0,0,0,0,0,0
HARVEST,A3SATHBTQSI,A,3,Unrel,0,0,0,0,0,0,0
HELMET,A3SATHBTQSI,A,3,Unrel,1,0,0,0,1,1,1
HERMIT,A3SATHBTQSI,A,3,Unrel,0,0,0,0,0,0,0
INDEX,A3SATHBTQSI,A,3,Unrel,0,1,1,1,0,0,0
JAM,A3SATHBTQSI,A,3,Unrel,0,1,1,1,0,0,0
KEG,A3SATHBTQSI,A,3,Unrel,0,0,0,0,0,0,0
LANTERN,A3SATHBTQSI,A,3,Unrel,0,0,0,0,0,0,0
MANUAL,A3SATHBTQSI,A,3,Unrel,0,0,0,0,0,0,0
METEOR,A3SATHBTQSI,A,3,Unrel,1,0,0,0,1,1,1
ORPHAN,A3SATHBTQSI,A,3,Unrel,0,0,0,0,0,0,0
WAX,A3SATHBTQSI,A,3,Unrel,1,1,1,1,1,1,1
WHALE,A3SATHBTQSI,A,3,Unrel,1,0,0,0,1,1,1
ACORN,A3SATHBTQSI,A,4,Unrel,0,0,0,0,0,0,0
ANGEL,A3SATHBTQSI,A,4,Unrel,0,0,0,0,0,0,0
BLOSSOM,A3SATHBTQSI,A,4,Unrel,0,0,0,0,0,0,0
CANE,A3SATHBTQSI,A,4,Unrel,0,0,0,0,0,0,0
CANOE,A3SATHBTQSI,A,4,Unrel,1,0,0,0,1,1,1
CANON,A3SATHBTQSI,A,4,Unrel,0,0,0,0,0,0,0
CREST,A3SATHBTQSI,A,4,Unrel,1,0,0,0,1,1,1
DENTIST,A3SATHBTQSI,A,4,Unrel,0,0,0,0,0,0,0
FARM,A3SATHBTQSI,A,4,Unrel,0,1,1,1,0,0,0
FUNK,A3SATHBTQSI,A,4,Unrel,0,0,0,0,0,0,0
INFANT,A3SATHBTQSI,A,4,Unrel,0,1,1,1,0,0,0
KEROSENE,A3SATHBTQSI,A,4,Unrel,1,0,0,0,1,1,1
MATH,A3SATHBTQSI,A,4,Unrel,1,0,0,0,1,1,1
NUGGET,A3SATHBTQSI,A,4,Unrel,0,0,0,0,0,0,0
OUTLAW,A3SATHBTQSI,A,4,Unrel,0,0,0,0,0,0,0
PINT,A3SATHBTQSI,A,4,Unrel,0,0,0,0,0,0,0
QUICHE,A3SATHBTQSI,A,4,Unrel,0,1,1,1,0,0,0
SOLAR,A3SATHBTQSI,A,4,Unrel,0,0,0,0,0,0,0
VALVE,A3SATHBTQSI,A,4,Unrel,1,0,0,0,1,1,1
VAPOR,A3SATHBTQSI,A,4,Unrel,0,1,1,1,0,0,0
AVENUE,A3SKEW89V5,D,1,Unrel,0,1,1,1,0,0,0
BLAZE,A3SKEW89V5,D,1,Unrel,0,0,0,0,0,0,0
CANYON,A3SKEW89V5,D,1,Unrel,0,0,0,0,0,0,0
CELLOPHANE,A3SKEW89V5,D,1,Unrel,0,1,1,1,0,0,0
CEREAL,A3SKEW89V5,D,1,Unrel,0,1,1,1,0,0,0
DETOUR,A3SKEW89V5,D,1,Unrel,0,0,0,0,0,0,0
DWARF,A3SKEW89V5,D,1,Unrel,0,0,0,0,0,0,0
FLURRY,A3SKEW89V5,D,1,Unrel,0,1,1,1,0,0,0
FOSSIL,A3SKEW89V5,D,1,Unrel,1,1,1,1,1,1,1
GIN,A3SKEW89V5,D,1,Unrel,0,0,0,0,0,0,0
GONG,A3SKEW89V5,D,1,Unrel,1,0,0,0,1,1,1
JAR,A3SKEW89V5,D,1,Unrel,0,0,0,0,0,0,0
JOKE,A3SKEW89V5,D,1,Unrel,0,0,0,0,0,0,0
KISS,A3SKEW89V5,D,1,Unrel,0,0,0,0,0,0,0
LANCE,A3SKEW89V5,D,1,Unrel,0,0,0,0,0,0,0
MARSH,A3SKEW89V5,D,1,Unrel,0,0,0,0,0,0,0
WINCH,A3SKEW89V5,D,1,Unrel,1,0,0,0,1,1,1
WINNER,A3SKEW89V5,D,1,Unrel,0,0,0,0,0,0,0
WORKSHOP,A3SKEW89V5,D,1,Unrel,0,1,1,1,0,0,0
WRAP,A3SKEW89V5,D,1,Unrel,1,1,1,1,1,1,1
ANVIL,A3SKEW89V5,D,6,Unrel,1,0,0,0,1,1,1
BLISTER,A3SKEW89V5,D,6,Unrel,0,1,1,1,0,0,0
BOULDER,A3SKEW89V5,D,6,Unrel,0,0,0,0,0,0,0
BROTH,A3SKEW89V5,D,6,Unrel,1,1,1,1,1,1,1
CLASS,A3SKEW89V5,D,6,Unrel,1,1,1,1,1,1,1
DAY,A3SKEW89V5,D,6,Unrel,0,0,0,0,0,0,0
DOWEL,A3SKEW89V5,D,6,Unrel,0,0,0,0,0,0,0
FOUL,A3SKEW89V5,D,6,Unrel,1,0,0,0,1,1,1
IRON,A3SKEW89V5,D,6,Unrel,1,0,0,0,1,1,1
JACKPOT,A3SKEW89V5,D,6,Unrel,0,1,1,1,0,0,0
JAZZ,A3SKEW89V5,D,6,Unrel,0,0,0,0,0,0,0
KNOCK,A3SKEW89V5,D,6,Unrel,0,0,0,0,0,0,0
LADDER,A3SKEW89V5,D,6,Unrel,0,1,1,1,0,0,0
LANDMARK,A3SKEW89V5,D,6,Unrel,0,0,0,0,0,0,0
LASER,A3SKEW89V5,D,6,Unrel,0,0,0,0,0,0,0
MASCOT,A3SKEW89V5,D,6,Unrel,0,0,0,0,0,0,0
MAUVE,A3SKEW89V5,D,6,Unrel,0,0,0,0,0,0,0
WINDSHIELD,A3SKEW89V5,D,6,Unrel,0,0,0,0,0,0,0
WIZARD,A3SKEW89V5,D,6,Unrel,1,1,1,1,1,1,1
ZONE,A3SKEW89V5,D,6,Unrel,1,0,0,0,1,1,1
AVENUE,A3U74S280Z4,F,1,Unrel,0,1,1,1,0,0,0
BLAZE,A3U74S280Z4,F,1,Unrel,1,1,1,1,1,1,1
CANYON,A3U74S280Z4,F,1,Unrel,0,0,0,0,0,0,0
CELLOPHANE,A3U74S280Z4,F,1,Unrel,1,0,0,0,1,1,1
CEREAL,A3U74S280Z4,F,1,Unrel,1,0,0,0,1,1,1
DETOUR,A3U74S280Z4,F,1,Unrel,0,1,1,1,0,0,0
DWARF,A3U74S280Z4,F,1,Unrel,0,0,0,0,0,0,0
FLURRY,A3U74S280Z4,F,1,Unrel,0,0,0,0,0,0,0
FOSSIL,A3U74S280Z4,F,1,Unrel,0,0,0,0,0,0,0
GIN,A3U74S280Z4,F,1,Unrel,1,0,0,0,1,1,1
GONG,A3U74S280Z4,F,1,Unrel,0,1,1,1,0,0,0
JAR,A3U74S280Z4,F,1,Unrel,0,0,0,0,0,0,0
JOKE,A3U74S280Z4,F,1,Unrel,1,0,0,0,1,1,1
KISS,A3U74S280Z4,F,1,Unrel,0,0,0,0,0,0,0
LANCE,A3U74S280Z4,F,1,Unrel,0,0,0,0,0,0,0
MARSH,A3U74S280Z4,F,1,Unrel,0,0,0,0,0,0,0
WINCH,A3U74S280Z4,F,1,Unrel,0,1,1,1,0,0,0
WINNER,A3U74S280Z4,F,1,Unrel,0,1,1,1,0,0,0
WORKSHOP,A3U74S280Z4,F,1,Unrel,1,1,1,1,1,1,1
WRAP,A3U74S280Z4,F,1,Unrel,0,1,1,1,0,0,0
ANVIL,A3U74S280Z4,F,6,Unrel,1,0,0,0,1,1,1
BLISTER,A3U74S280Z4,F,6,Unrel,1,0,0,0,1,1,1
BOULDER,A3U74S280Z4,F,6,Unrel,0,1,1,1,0,0,0
BROTH,A3U74S280Z4,F,6,Unrel,0,1,1,1,0,0,0
CLASS,A3U74S280Z4,F,6,Unrel,0,0,0,0,0,0,0
DAY,A3U74S280Z4,F,6,Unrel,1,0,0,0,1,1,1
DOWEL,A3U74S280Z4,F,6,Unrel,0,1,1,1,0,0,0
FOUL,A3U74S280Z4,F,6,Unrel,0,0,0,0,0,0,0
IRON,A3U74S280Z4,F,6,Unrel,0,1,1,1,0,0,0
JACKPOT,A3U74S280Z4,F,6,Unrel,0,0,0,0,0,0,0
JAZZ,A3U74S280Z4,F,6,Unrel,1,0,0,0,1,1,1
KNOCK,A3U74S280Z4,F,6,Unrel,0,0,0,0,0,0,0
LADDER,A3U74S280Z4,F,6,Unrel,0,0,0,0,0,0,0
LANDMARK,A3U74S280Z4,F,6,Unrel,0,1,1,1,0,0,0
LASER,A3U74S280Z4,F,6,Unrel,0,0,0,0,0,0,0
MASCOT,A3U74S280Z4,F,6,Unrel,0,0,0,0,0,0,0
MAUVE,A3U74S280Z4,F,6,Unrel,1,1,1,1,1,1,1
WINDSHIELD,A3U74S280Z4,F,6,Unrel,1,0,0,0,1,1,1
WIZARD,A3U74S280Z4,F,6,Unrel,1,0,0,0,1,1,1
ZONE,A3U74S280Z4,F,6,Unrel,1,1,1,1,1,1,1
AVENUE,A3VKMZEZL3CCPN,F,1,Unrel,0,0,0,0,0,0,0
BLAZE,A3VKMZEZL3CCPN,F,1,Unrel,0,0,0,0,0,0,0
CANYON,A3VKMZEZL3CCPN,F,1,Unrel,1,0,0,0,1,1,1
CELLOPHANE,A3VKMZEZL3CCPN,F,1,Unrel,1,0,0,0,1,1,1
CEREAL,A3VKMZEZL3CCPN,F,1,Unrel,0,0,0,0,0,0,0
DETOUR,A3VKMZEZL3CCPN,F,1,Unrel,0,0,0,0,0,0,0
DWARF,A3VKMZEZL3CCPN,F,1,Unrel,1,0,0,0,1,1,1
FLURRY,A3VKMZEZL3CCPN,F,1,Unrel,0,0,0,0,0,0,0
FOSSIL,A3VKMZEZL3CCPN,F,1,Unrel,1,0,0,0,1,1,1
GIN,A3VKMZEZL3CCPN,F,1,Unrel,0,0,0,0,0,0,0
GONG,A3VKMZEZL3CCPN,F,1,Unrel,0,0,0,0,0,0,0
JAR,A3VKMZEZL3CCPN,F,1,Unrel,0,0,0,0,0,0,0
JOKE,A3VKMZEZL3CCPN,F,1,Unrel,0,0,0,0,0,0,0
KISS,A3VKMZEZL3CCPN,F,1,Unrel,1,0,0,0,1,1,1
LANCE,A3VKMZEZL3CCPN,F,1,Unrel,0,0,0,0,0,0,0
MARSH,A3VKMZEZL3CCPN,F,1,Unrel,0,0,0,0,0,0,0
WINCH,A3VKMZEZL3CCPN,F,1,Unrel,1,0,0,0,1,1,1
WINNER,A3VKMZEZL3CCPN,F,1,Unrel,0,0,0,0,0,0,0
WORKSHOP,A3VKMZEZL3CCPN,F,1,Unrel,0,0,0,0,0,0,0
WRAP,A3VKMZEZL3CCPN,F,1,Unrel,1,0,0,0,1,1,1
ANVIL,A3VKMZEZL3CCPN,F,6,Unrel,1,1,1,1,1,1,1
BLISTER,A3VKMZEZL3CCPN,F,6,Unrel,0,0,0,0,0,0,0
BOULDER,A3VKMZEZL3CCPN,F,6,Unrel,0,0,0,0,0,0,0
BROTH,A3VKMZEZL3CCPN,F,6,Unrel,0,0,0,0,0,0,0
CLASS,A3VKMZEZL3CCPN,F,6,Unrel,1,1,1,1,1,1,1
DAY,A3VKMZEZL3CCPN,F,6,Unrel,1,1,1,1,1,1,1
DOWEL,A3VKMZEZL3CCPN,F,6,Unrel,0,0,0,0,0,0,0
FOUL,A3VKMZEZL3CCPN,F,6,Unrel,0,0,0,0,0,0,0
IRON,A3VKMZEZL3CCPN,F,6,Unrel,1,1,1,1,1,1,1
JACKPOT,A3VKMZEZL3CCPN,F,6,Unrel,0,0,0,0,0,0,0
JAZZ,A3VKMZEZL3CCPN,F,6,Unrel,0,0,0,0,0,0,0
KNOCK,A3VKMZEZL3CCPN,F,6,Unrel,0,0,0,0,0,0,0
LADDER,A3VKMZEZL3CCPN,F,6,Unrel,0,0,0,0,0,0,0
LANDMARK,A3VKMZEZL3CCPN,F,6,Unrel,0,0,0,0,0,0,0
LASER,A3VKMZEZL3CCPN,F,6,Unrel,1,1,1,1,1,1,1
MASCOT,A3VKMZEZL3CCPN,F,6,Unrel,1,1,1,1,1,1,1
MAUVE,A3VKMZEZL3CCPN,F,6,Unrel,0,0,0,0,0,0,0
WINDSHIELD,A3VKMZEZL3CCPN,F,6,Unrel,1,1,1,1,1,1,1
WIZARD,A3VKMZEZL3CCPN,F,6,Unrel,0,0,0,0,0,0,0
ZONE,A3VKMZEZL3CCPN,F,6,Unrel,0,0,0,0,0,0,0
AVENUE,A3Z8J9G2CIQ,B,1,Unrel,0,0,0,0,0,0,0
BLAZE,A3Z8J9G2CIQ,B,1,Unrel,0,0,0,0,0,0,0
CANYON,A3Z8J9G2CIQ,B,1,Unrel,0,0,0,0,0,0,0
CELLOPHANE,A3Z8J9G2CIQ,B,1,Unrel,1,1,1,1,1,1,1
CEREAL,A3Z8J9G2CIQ,B,1,Unrel,0,0,0,0,0,0,0
DETOUR,A3Z8J9G2CIQ,B,1,Unrel,0,0,0,0,0,0,0
DWARF,A3Z8J9G2CIQ,B,1,Unrel,0,0,0,0,0,0,0
FLURRY,A3Z8J9G2CIQ,B,1,Unrel,0,0,0,0,0,0,0
FOSSIL,A3Z8J9G2CIQ,B,1,Unrel,0,0,0,0,0,0,0
GIN,A3Z8J9G2CIQ,B,1,Unrel,0,0,0,0,0,0,0
GONG,A3Z8J9G2CIQ,B,1,Unrel,0,0,0,0,0,0,0
JAR,A3Z8J9G2CIQ,B,1,Unrel,0,0,0,0,0,0,0
JOKE,A3Z8J9G2CIQ,B,1,Unrel,1,1,1,1,1,1,1
KISS,A3Z8J9G2CIQ,B,1,Unrel,0,0,0,0,0,0,0
LANCE,A3Z8J9G2CIQ,B,1,Unrel,0,0,0,0,0,0,0
MARSH,A3Z8J9G2CIQ,B,1,Unrel,1,1,1,1,1,1,1
WINCH,A3Z8J9G2CIQ,B,1,Unrel,0,0,0,0,0,0,0
WINNER,A3Z8J9G2CIQ,B,1,Unrel,0,0,0,0,0,0,0
WORKSHOP,A3Z8J9G2CIQ,B,1,Unrel,0,0,0,0,0,0,0
WRAP,A3Z8J9G2CIQ,B,1,Unrel,0,0,0,0,0,0,0
ANVIL,A3Z8J9G2CIQ,B,6,Unrel,0,0,0,0,0,0,0
BLISTER,A3Z8J9G2CIQ,B,6,Unrel,0,0,0,0,0,0,0
BOULDER,A3Z8J9G2CIQ,B,6,Unrel,1,1,1,1,1,1,1
BROTH,A3Z8J9G2CIQ,B,6,Unrel,0,0,0,0,0,0,0
CLASS,A3Z8J9G2CIQ,B,6,Unrel,1,1,1,1,1,1,1
DAY,A3Z8J9G2CIQ,B,6,Unrel,1,1,1,1,1,1,1
DOWEL,A3Z8J9G2CIQ,B,6,Unrel,0,0,0,0,0,0,0
FOUL,A3Z8J9G2CIQ,B,6,Unrel,0,0,0,0,0,0,0
IRON,A3Z8J9G2CIQ,B,6,Unrel,0,0,0,0,0,0,0
JACKPOT,A3Z8J9G2CIQ,B,6,Unrel,0,0,0,0,0,0,0
JAZZ,A3Z8J9G2CIQ,B,6,Unrel,1,1,1,1,1,1,1
KNOCK,A3Z8J9G2CIQ,B,6,Unrel,0,0,0,0,0,0,0
LADDER,A3Z8J9G2CIQ,B,6,Unrel,0,0,0,0,0,0,0
LANDMARK,A3Z8J9G2CIQ,B,6,Unrel,0,0,0,0,0,0,0
LASER,A3Z8J9G2CIQ,B,6,Unrel,0,0,0,0,0,0,0
MASCOT,A3Z8J9G2CIQ,B,6,Unrel,1,0,0,0,0,0,0
MAUVE,A3Z8J9G2CIQ,B,6,Unrel,0,0,0,0,0,0,0
WINDSHIELD,A3Z8J9G2CIQ,B,6,Unrel,1,1,1,1,1,1,1
WIZARD,A3Z8J9G2CIQ,B,6,Unrel,1,1,1,1,1,1,1
ZONE,A3Z8J9G2CIQ,B,6,Unrel,1,1,1,1,1,1,1
AVENUE,A4ZW4GNQ9,F,1,Unrel,1,1,1,1,1,1,1
BLAZE,A4ZW4GNQ9,F,1,Unrel,1,1,1,1,1,1,1
CANYON,A4ZW4GNQ9,F,1,Unrel,0,0,0,0,0,0,0
CELLOPHANE,A4ZW4GNQ9,F,1,Unrel,1,1,1,1,1,1,1
CEREAL,A4ZW4GNQ9,F,1,Unrel,0,0,0,0,0,0,0
DETOUR,A4ZW4GNQ9,F,1,Unrel,1,1,1,1,1,1,1
DWARF,A4ZW4GNQ9,F,1,Unrel,0,1,1,1,1,1,1
FLURRY,A4ZW4GNQ9,F,1,Unrel,0,0,0,0,0,0,0
FOSSIL,A4ZW4GNQ9,F,1,Unrel,0,0,0,0,0,0,0
GIN,A4ZW4GNQ9,F,1,Unrel,1,1,1,1,1,1,1
GONG,A4ZW4GNQ9,F,1,Unrel,0,1,1,1,1,1,1
JAR,A4ZW4GNQ9,F,1,Unrel,1,1,1,1,1,1,1
JOKE,A4ZW4GNQ9,F,1,Unrel,1,1,1,1,1,1,1
KISS,A4ZW4GNQ9,F,1,Unrel,0,0,0,0,0,0,0
LANCE,A4ZW4GNQ9,F,1,Unrel,1,1,1,1,1,1,1
MARSH,A4ZW4GNQ9,F,1,Unrel,1,1,1,1,1,1,1
WINCH,A4ZW4GNQ9,F,1,Unrel,0,0,0,0,0,0,0
WINNER,A4ZW4GNQ9,F,1,Unrel,0,0,0,0,0,0,0
WORKSHOP,A4ZW4GNQ9,F,1,Unrel,0,0,0,0,0,0,0
WRAP,A4ZW4GNQ9,F,1,Unrel,0,0,0,0,0,0,0
ANVIL,A4ZW4GNQ9,F,6,Unrel,0,0,0,0,0,0,0
BLISTER,A4ZW4GNQ9,F,6,Unrel,1,1,1,1,1,1,1
BOULDER,A4ZW4GNQ9,F,6,Unrel,1,1,1,1,1,1,1
BROTH,A4ZW4GNQ9,F,6,Unrel,1,1,1,1,1,1,1
CLASS,A4ZW4GNQ9,F,6,Unrel,1,1,1,1,1,1,1
DAY,A4ZW4GNQ9,F,6,Unrel,1,1,1,1,1,1,1
DOWEL,A4ZW4GNQ9,F,6,Unrel,0,0,0,0,0,0,0
FOUL,A4ZW4GNQ9,F,6,Unrel,0,0,0,0,0,0,0
IRON,A4ZW4GNQ9,F,6,Unrel,1,1,1,1,1,1,1
JACKPOT,A4ZW4GNQ9,F,6,Unrel,0,0,0,0,0,0,0
JAZZ,A4ZW4GNQ9,F,6,Unrel,1,1,1,1,1,1,1
KNOCK,A4ZW4GNQ9,F,6,Unrel,0,0,0,0,0,0,0
LADDER,A4ZW4GNQ9,F,6,Unrel,1,1,1,1,1,1,1
LANDMARK,A4ZW4GNQ9,F,6,Unrel,0,0,0,0,0,0,0
LASER,A4ZW4GNQ9,F,6,Unrel,1,1,1,1,1,1,1
MASCOT,A4ZW4GNQ9,F,6,Unrel,0,0,0,0,0,0,0
MAUVE,A4ZW4GNQ9,F,6,Unrel,0,0,0,0,0,0,0
WINDSHIELD,A4ZW4GNQ9,F,6,Unrel,0,0,0,0,0,0,0
WIZARD,A4ZW4GNQ9,F,6,Unrel,0,0,0,0,0,0,0
ZONE,A4ZW4GNQ9,F,6,Unrel,1,1,1,1,1,1,1
AVENUE,A6BQ0GVCHC,D,1,Unrel,0,0,0,0,0,0,0
BLAZE,A6BQ0GVCHC,D,1,Unrel,0,0,0,0,0,0,0
CANYON,A6BQ0GVCHC,D,1,Unrel,0,0,0,0,0,0,0
CELLOPHANE,A6BQ0GVCHC,D,1,Unrel,1,0,0,0,0,0,0
CEREAL,A6BQ0GVCHC,D,1,Unrel,0,0,0,0,0,0,0
DETOUR,A6BQ0GVCHC,D,1,Unrel,1,1,1,1,1,1,1
DWARF,A6BQ0GVCHC,D,1,Unrel,0,0,0,0,0,0,0
FLURRY,A6BQ0GVCHC,D,1,Unrel,0,0,0,0,0,0,0
FOSSIL,A6BQ0GVCHC,D,1,Unrel,1,1,1,1,1,1,1
GIN,A6BQ0GVCHC,D,1,Unrel,0,0,0,0,0,0,0
GONG,A6BQ0GVCHC,D,1,Unrel,0,0,0,0,0,0,0
JAR,A6BQ0GVCHC,D,1,Unrel,1,1,1,1,1,1,1
JOKE,A6BQ0GVCHC,D,1,Unrel,1,1,1,1,1,1,1
KISS,A6BQ0GVCHC,D,1,Unrel,0,0,0,0,0,0,0
LANCE,A6BQ0GVCHC,D,1,Unrel,0,0,0,0,0,0,0
MARSH,A6BQ0GVCHC,D,1,Unrel,0,0,0,0,0,0,0
WINCH,A6BQ0GVCHC,D,1,Unrel,0,0,0,0,0,0,0
WINNER,A6BQ0GVCHC,D,1,Unrel,0,0,0,0,0,0,0
WORKSHOP,A6BQ0GVCHC,D,1,Unrel,0,0,0,0,0,0,0
WRAP,A6BQ0GVCHC,D,1,Unrel,0,0,0,0,0,0,0
ANVIL,A6BQ0GVCHC,D,6,Unrel,0,0,0,0,0,0,0
BLISTER,A6BQ0GVCHC,D,6,Unrel,0,0,0,0,0,0,0
BOULDER,A6BQ0GVCHC,D,6,Unrel,1,1,1,1,1,1,1
BROTH,A6BQ0GVCHC,D,6,Unrel,0,0,0,0,0,0,0
CLASS,A6BQ0GVCHC,D,6,Unrel,0,0,0,0,0,0,0
DAY,A6BQ0GVCHC,D,6,Unrel,0,0,0,0,0,0,0
DOWEL,A6BQ0GVCHC,D,6,Unrel,0,0,0,0,0,0,0
FOUL,A6BQ0GVCHC,D,6,Unrel,0,0,0,0,0,0,0
IRON,A6BQ0GVCHC,D,6,Unrel,0,0,0,0,0,0,0
JACKPOT,A6BQ0GVCHC,D,6,Unrel,1,1,1,1,1,1,1
JAZZ,A6BQ0GVCHC,D,6,Unrel,1,1,1,1,1,1,1
KNOCK,A6BQ0GVCHC,D,6,Unrel,0,0,0,0,0,0,0
LADDER,A6BQ0GVCHC,D,6,Unrel,0,0,0,0,0,0,0
LANDMARK,A6BQ0GVCHC,D,6,Unrel,0,0,0,0,0,0,0
LASER,A6BQ0GVCHC,D,6,Unrel,0,0,0,0,0,0,0
MASCOT,A6BQ0GVCHC,D,6,Unrel,0,0,0,0,0,0,0
MAUVE,A6BQ0GVCHC,D,6,Unrel,0,0,0,0,0,0,0
WINDSHIELD,A6BQ0GVCHC,D,6,Unrel,0,0,0,0,0,0,0
WIZARD,A6BQ0GVCHC,D,6,Unrel,0,0,0,0,0,0,0
ZONE,A6BQ0GVCHC,D,6,Unrel,0,0,0,0,0,0,0
AVENUE,A70VF55GAE,D,1,Unrel,0,1,1,1,1,1,1
BLAZE,A70VF55GAE,D,1,Unrel,0,1,1,1,1,1,1
CANYON,A70VF55GAE,D,1,Unrel,0,1,1,1,1,1,1
CELLOPHANE,A70VF55GAE,D,1,Unrel,0,0,0,0,0,0,0
CEREAL,A70VF55GAE,D,1,Unrel,0,1,1,1,1,1,1
DETOUR,A70VF55GAE,D,1,Unrel,0,1,1,1,1,1,1
DWARF,A70VF55GAE,D,1,Unrel,0,0,0,0,0,0,0
FLURRY,A70VF55GAE,D,1,Unrel,0,0,0,0,0,0,0
FOSSIL,A70VF55GAE,D,1,Unrel,1,1,1,1,1,1,1
GIN,A70VF55GAE,D,1,Unrel,0,1,1,1,1,1,1
GONG,A70VF55GAE,D,1,Unrel,1,0,0,0,0,0,0
JAR,A70VF55GAE,D,1,Unrel,0,0,0,0,0,0,0
JOKE,A70VF55GAE,D,1,Unrel,0,1,1,1,1,1,1
KISS,A70VF55GAE,D,1,Unrel,1,1,1,1,1,1,1
LANCE,A70VF55GAE,D,1,Unrel,0,0,0,0,0,0,0
MARSH,A70VF55GAE,D,1,Unrel,0,1,1,1,1,1,1
WINCH,A70VF55GAE,D,1,Unrel,0,0,0,0,0,0,0
WINNER,A70VF55GAE,D,1,Unrel,1,1,1,1,1,1,1
WORKSHOP,A70VF55GAE,D,1,Unrel,0,0,0,0,0,0,0
WRAP,A70VF55GAE,D,1,Unrel,1,1,1,1,1,1,1
ANVIL,A70VF55GAE,D,6,Unrel,1,0,0,0,0,0,0
BLISTER,A70VF55GAE,D,6,Unrel,0,0,0,0,0,0,0
BOULDER,A70VF55GAE,D,6,Unrel,0,0,0,0,0,0,0
BROTH,A70VF55GAE,D,6,Unrel,0,1,1,1,1,1,1
CLASS,A70VF55GAE,D,6,Unrel,0,1,1,1,1,1,1
DAY,A70VF55GAE,D,6,Unrel,1,0,0,0,0,0,0
DOWEL,A70VF55GAE,D,6,Unrel,1,0,0,0,0,0,0
FOUL,A70VF55GAE,D,6,Unrel,1,1,1,1,1,1,1
IRON,A70VF55GAE,D,6,Unrel,1,1,1,1,1,1,1
JACKPOT,A70VF55GAE,D,6,Unrel,1,0,0,0,0,0,0
JAZZ,A70VF55GAE,D,6,Unrel,1,0,0,0,0,0,0
KNOCK,A70VF55GAE,D,6,Unrel,0,1,1,1,1,1,1
LADDER,A70VF55GAE,D,6,Unrel,1,0,0,0,0,0,0
LANDMARK,A70VF55GAE,D,6,Unrel,0,1,1,1,1,1,1
LASER,A70VF55GAE,D,6,Unrel,1,0,0,0,0,0,0
MASCOT,A70VF55GAE,D,6,Unrel,0,1,1,1,1,1,1
