Key,Username,Human,Version,List,list_type,LEV0_ID,LEV0_Items,LEV0,LEV1_ID,LEV1_Items,LEV1,LEV2_ID,LEV2_Items,LEV2,LEV3_ID,LEV3_Items,LEV3,LEV4_ID,LEV4_Items,LEV4,LEV5_ID,LEV5_Items,LEV5
FIGHTS,A3VKMZEZL3CCPN,0,F,3,Ad_hoc,A3VKMZEZL3CCPN,fights,0,A3VKMZEZL3CCPN,fights,0,A3VKMZEZL3CCPN,fights,0,A3VKMZEZL3CCPN,fights,1,A3VKMZEZL3CCPN,fights,1,A3VKMZEZL3CCPN,fights,1
SPADE,A2HYN1BAX7XB4Y,0,F,5,Cat,A2HYN1BAX7XB4Y,spade,0,A2HYN1BAX7XB4Y,spade,0,A2HYN1BAX7XB4Y,spade,0,A2HYN1BAX7XB4Y,spade,0,A2HYN1BAX7XB4Y,spade,0,A2HYN1BAX7XB4Y,spade,0
SPRINKLER,A2HYN1BAX7XB4Y,0,F,5,Cat,A2HYN1BAX7XB4Y,sprinkler,0,A2HYN1BAX7XB4Y,sprinkler,0,A2HYN1BAX7XB4Y,sprinkler,0,A2HYN1BAX7XB4Y,sprinkler,0,A2HYN1BAX7XB4Y,sprinkler,0,A2HYN1BAX7XB4Y,sprinkler,0
FINGERPRINTS,A3VKMZEZL3CCPN,0,F,3,Ad_hoc,A3VKMZEZL3CCPN,fingerprints,0,A3VKMZEZL3CCPN,fingerprints,0,A3VKMZEZL3CCPN,fingerprints,0,A3VKMZEZL3CCPN,fingerprints,1,A3VKMZEZL3CCPN,fingerprints,1,A3VKMZEZL3CCPN,fingerprints,1
TEPEE,A2HYN1BAX7XB4Y,0,F,4,Cat,A2HYN1BAX7XB4Y,tepee,0,A2HYN1BAX7XB4Y,tepee,0,A2HYN1BAX7XB4Y,tepee,0,A2HYN1BAX7XB4Y,tepee,0,A2HYN1BAX7XB4Y,tepee,0,A2HYN1BAX7XB4Y,tepee,0
GUARD,A3VKMZEZL3CCPN,0,F,3,Ad_hoc,A3VKMZEZL3CCPN,guard,0,A3VKMZEZL3CCPN,guard,0,A3VKMZEZL3CCPN,guard,1,A3VKMZEZL3CCPN,guard,1,A3VKMZEZL3CCPN,guard,1,A3VKMZEZL3CCPN,guard,1
HAIR DRYER,A3VKMZEZL3CCPN,1,F,2,Ad_hoc,A3VKMZEZL3CCPN,hairdryer,1,A3VKMZEZL3CCPN,hairdryer,1,A3VKMZEZL3CCPN,hairdryer,1,A3VKMZEZL3CCPN,hairdryer,1,A3VKMZEZL3CCPN,hairdryer,1,A3VKMZEZL3CCPN,hairdryer,1
TOWNHOME,A2HYN1BAX7XB4Y,1,F,4,Cat,A2HYN1BAX7XB4Y,townhome,0,A2HYN1BAX7XB4Y,townhome,0,A2HYN1BAX7XB4Y,townhome,0,A2HYN1BAX7XB4Y,townhome,0,A2HYN1BAX7XB4Y,townhome,0,A2HYN1BAX7XB4Y,townhome,0
TRAILER,A2HYN1BAX7XB4Y,1,F,4,Cat,A2HYN1BAX7XB4Y,trailer,1,A2HYN1BAX7XB4Y,trailer,1,A2HYN1BAX7XB4Y,trailer,1,A2HYN1BAX7XB4Y,trailer,1,A2HYN1BAX7XB4Y,trailer,1,A2HYN1BAX7XB4Y,trailer,1
TRIMMER,A2HYN1BAX7XB4Y,0,F,5,Cat,A2HYN1BAX7XB4Y,trimmer,0,A2HYN1BAX7XB4Y,trimmer,0,A2HYN1BAX7XB4Y,trimmer,0,A2HYN1BAX7XB4Y,trimmer,0,A2HYN1BAX7XB4Y,trimmer,0,A2HYN1BAX7XB4Y,trimmer,0
TROWEL,A2HYN1BAX7XB4Y,0,F,5,Cat,A2HYN1BAX7XB4Y,trowel,0,A2HYN1BAX7XB4Y,trowel,0,A2HYN1BAX7XB4Y,trowel,0,A2HYN1BAX7XB4Y,trowel,0,A2HYN1BAX7XB4Y,trowel,0,A2HYN1BAX7XB4Y,trowel,0
INMATE,A3VKMZEZL3CCPN,0,F,3,Ad_hoc,A3VKMZEZL3CCPN,inmate,0,A3VKMZEZL3CCPN,inmate,0,A3VKMZEZL3CCPN,inmate,1,A3VKMZEZL3CCPN,inmate,1,A3VKMZEZL3CCPN,inmate,1,A3VKMZEZL3CCPN,inmate,1
LOOFAH,A3VKMZEZL3CCPN,1,F,2,Ad_hoc,A3VKMZEZL3CCPN,loofah,1,A3VKMZEZL3CCPN,loofah,1,A3VKMZEZL3CCPN,loofah,1,A3VKMZEZL3CCPN,loofah,1,A3VKMZEZL3CCPN,loofah,1,A3VKMZEZL3CCPN,loofah,1
LOTION,A3VKMZEZL3CCPN,1,F,2,Ad_hoc,A3VKMZEZL3CCPN,lotion,1,A3VKMZEZL3CCPN,lotion,1,A3VKMZEZL3CCPN,lotion,1,A3VKMZEZL3CCPN,lotion,1,A3VKMZEZL3CCPN,lotion,1,A3VKMZEZL3CCPN,lotion,1
WHEELBARROW,A2HYN1BAX7XB4Y,1,F,5,Cat,A2HYN1BAX7XB4Y,wheelbarrow,1,A2HYN1BAX7XB4Y,wheelbarrow,1,A2HYN1BAX7XB4Y,wheelbarrow,1,A2HYN1BAX7XB4Y,wheelbarrow,1,A2HYN1BAX7XB4Y,wheelbarrow,1,A2HYN1BAX7XB4Y,wheelbarrow,1
WINCH,A2HYN1BAX7XB4Y,0,F,1,Unrel,A2HYN1BAX7XB4Y,winch,0,A2HYN1BAX7XB4Y,winch,0,A2HYN1BAX7XB4Y,winch,0,A2HYN1BAX7XB4Y,winch,0,A2HYN1BAX7XB4Y,winch,0,A2HYN1BAX7XB4Y,winch,0
WINDSHIELD,A2HYN1BAX7XB4Y,0,F,6,Unrel,A2HYN1BAX7XB4Y,windshield,0,A2HYN1BAX7XB4Y,windshield,0,A2HYN1BAX7XB4Y,windshield,0,A2HYN1BAX7XB4Y,windshield,0,A2HYN1BAX7XB4Y,windshield,0,A2HYN1BAX7XB4Y,windshield,0
WINNER,A2HYN1BAX7XB4Y,0,F,1,Unrel,A2HYN1BAX7XB4Y,winner,0,A2HYN1BAX7XB4Y,winner,0,A2HYN1BAX7XB4Y,winner,0,A2HYN1BAX7XB4Y,winner,0,A2HYN1BAX7XB4Y,winner,0,A2HYN1BAX7XB4Y,winner,0
WIZARD,A2HYN1BAX7XB4Y,0,F,6,Unrel,A2HYN1BAX7XB4Y,wizard,0,A2HYN1BAX7XB4Y,wizard,0,A2HYN1BAX7XB4Y,wizard,0,A2HYN1BAX7XB4Y,wizard,0,A2HYN1BAX7XB4Y,wizard,0,A2HYN1BAX7XB4Y,wizard,0
WORKSHOP,A2HYN1BAX7XB4Y,0,F,1,Unrel,A2HYN1BAX7XB4Y,workshop,0,A2HYN1BAX7XB4Y,workshop,0,A2HYN1BAX7XB4Y,workshop,0,A2HYN1BAX7XB4Y,workshop,0,A2HYN1BAX7XB4Y,workshop,0,A2HYN1BAX7XB4Y,workshop,0
WRAP,A2HYN1BAX7XB4Y,1,F,1,Unrel,A2HYN1BAX7XB4Y,wrap,1,A2HYN1BAX7XB4Y,wrap,1,A2HYN1BAX7XB4Y,wrap,1,A2HYN1BAX7XB4Y,wrap,1,A2HYN1BAX7XB4Y,wrap,1,A2HYN1BAX7XB4Y,wrap,1
ZONE,A2HYN1BAX7XB4Y,0,F,6,Unrel,A2HYN1BAX7XB4Y,zone,0,A2HYN1BAX7XB4Y,zone,0,A2HYN1BAX7XB4Y,zone,0,A2HYN1BAX7XB4Y,zone,0,A2HYN1BAX7XB4Y,zone,0,A2HYN1BAX7XB4Y,zone,0
MAT,A3VKMZEZL3CCPN,0,F,2,Ad_hoc,A3VKMZEZL3CCPN,mat,0,A3VKMZEZL3CCPN,mat,0,A3VKMZEZL3CCPN,mat,1,A3VKMZEZL3CCPN,mat,1,A3VKMZEZL3CCPN,mat,1,A3VKMZEZL3CCPN,mat,1
ANVIL,A2J5DN5UMU,1,D,6,Unrel,A2J5DN5UMU0A3Z,anvil,1,A2J5DN5UMU0A3Z,anvil,1,A2J5DN5UMU0A3Z,anvil,1,A2J5DN5UMU0A3Z,anvil,1,A2J5DN5UMU0A3Z,anvil,1,A2J5DN5UMU0A3Z,anvil,1
AVENUE,A2J5DN5UMU,1,D,1,Unrel,A2J5DN5UMU0A3Z,avenue,1,A2J5DN5UMU0A3Z,avenue,1,A2J5DN5UMU0A3Z,avenue,1,A2J5DN5UMU0A3Z,avenue,1,A2J5DN5UMU0A3Z,avenue,1,A2J5DN5UMU0A3Z,avenue,1
BARRACKS,A2J5DN5UMU,0,D,4,Cat,A2J5DN5UMU0A3Z,barracks,0,A2J5DN5UMU0A3Z,barracks,0,A2J5DN5UMU0A3Z,barracks,0,A2J5DN5UMU0A3Z,barracks,1,A2J5DN5UMU0A3Z,barracks,1,A2J5DN5UMU0A3Z,barracks,1
MEDICINE,A3VKMZEZL3CCPN,0,F,2,Ad_hoc,A3VKMZEZL3CCPN,medicine,0,A3VKMZEZL3CCPN,medicine,0,A3VKMZEZL3CCPN,medicine,0,A3VKMZEZL3CCPN,medicine,1,A3VKMZEZL3CCPN,medicine,1,A3VKMZEZL3CCPN,medicine,1
BASKET,A2J5DN5UMU,1,D,5,Cat,A2J5DN5UMU0A3Z,basket,1,A2J5DN5UMU0A3Z,basket,1,A2J5DN5UMU0A3Z,basket,1,A2J5DN5UMU0A3Z,basket,1,A2J5DN5UMU0A3Z,basket,1,A2J5DN5UMU0A3Z,basket,1
BLAZE,A2J5DN5UMU,0,D,1,Unrel,A2J5DN5UMU0A3Z,blaze,0,A2J5DN5UMU0A3Z,blaze,0,A2J5DN5UMU0A3Z,blaze,0,A2J5DN5UMU0A3Z,blaze,0,A2J5DN5UMU0A3Z,blaze,0,A2J5DN5UMU0A3Z,blaze,0
BLISTER,A2J5DN5UMU,1,D,6,Unrel,A2J5DN5UMU0A3Z,blister,1,A2J5DN5UMU0A3Z,blister,1,A2J5DN5UMU0A3Z,blister,1,A2J5DN5UMU0A3Z,blister,1,A2J5DN5UMU0A3Z,blister,1,A2J5DN5UMU0A3Z,blister,1
BOULDER,A2J5DN5UMU,0,D,6,Unrel,A2J5DN5UMU0A3Z,boulder,0,A2J5DN5UMU0A3Z,boulder,0,A2J5DN5UMU0A3Z,boulder,0,A2J5DN5UMU0A3Z,boulder,0,A2J5DN5UMU0A3Z,boulder,0,A2J5DN5UMU0A3Z,boulder,0
BROTH,A2J5DN5UMU,0,D,6,Unrel,A2J5DN5UMU0A3Z,broth,0,A2J5DN5UMU0A3Z,broth,0,A2J5DN5UMU0A3Z,broth,0,A2J5DN5UMU0A3Z,broth,0,A2J5DN5UMU0A3Z,broth,0,A2J5DN5UMU0A3Z,broth,0
MOUTHWASH,A3VKMZEZL3CCPN,0,F,2,Ad_hoc,A3VKMZEZL3CCPN,mouthwash,0,A3VKMZEZL3CCPN,mouthwash,0,A3VKMZEZL3CCPN,mouthwash,1,A3VKMZEZL3CCPN,mouthwash,1,A3VKMZEZL3CCPN,mouthwash,1,A3VKMZEZL3CCPN,mouthwash,1
BUCKET,A2J5DN5UMU,1,D,5,Cat,A2J5DN5UMU0A3Z,bucket,1,A2J5DN5UMU0A3Z,bucket,1,A2J5DN5UMU0A3Z,bucket,1,A2J5DN5UMU0A3Z,bucket,1,A2J5DN5UMU0A3Z,bucket,1,A2J5DN5UMU0A3Z,bucket,1
BUILDING,A2J5DN5UMU,1,D,4,Cat,A2J5DN5UMU0A3Z,building,1,A2J5DN5UMU0A3Z,building,1,A2J5DN5UMU0A3Z,building,1,A2J5DN5UMU0A3Z,building,1,A2J5DN5UMU0A3Z,building,1,A2J5DN5UMU0A3Z,building,1
BUNGALOW,A2J5DN5UMU,1,D,4,Cat,A2J5DN5UMU0A3Z,bungalow,1,A2J5DN5UMU0A3Z,bungalow,1,A2J5DN5UMU0A3Z,bungalow,1,A2J5DN5UMU0A3Z,bungalow,1,A2J5DN5UMU0A3Z,bungalow,1,A2J5DN5UMU0A3Z,bungalow,1
OFFICER,A3VKMZEZL3CCPN,0,F,3,Ad_hoc,A3VKMZEZL3CCPN,officer,0,A3VKMZEZL3CCPN,officer,0,A3VKMZEZL3CCPN,officer,0,A3VKMZEZL3CCPN,officer,1,A3VKMZEZL3CCPN,officer,1,A3VKMZEZL3CCPN,officer,1
PISTOL,A3VKMZEZL3CCPN,0,F,3,Ad_hoc,A3VKMZEZL3CCPN,pistol,0,A3VKMZEZL3CCPN,pistol,0,A3VKMZEZL3CCPN,pistol,0,A3VKMZEZL3CCPN,pistol,1,A3VKMZEZL3CCPN,pistol,1,A3VKMZEZL3CCPN,pistol,1
PLUNGER,A3VKMZEZL3CCPN,1,F,2,Ad_hoc,A3VKMZEZL3CCPN,plunger,1,A3VKMZEZL3CCPN,plunger,1,A3VKMZEZL3CCPN,plunger,1,A3VKMZEZL3CCPN,plunger,1,A3VKMZEZL3CCPN,plunger,1,A3VKMZEZL3CCPN,plunger,1
CANYON,A2J5DN5UMU,0,D,1,Unrel,A2J5DN5UMU0A3Z,canyon,0,A2J5DN5UMU0A3Z,canyon,0,A2J5DN5UMU0A3Z,canyon,0,A2J5DN5UMU0A3Z,canyon,1,A2J5DN5UMU0A3Z,canyon,1,A2J5DN5UMU0A3Z,canyon,1
CASTLE,A2J5DN5UMU,1,D,4,Cat,A2J5DN5UMU0A3Z,castle,1,A2J5DN5UMU0A3Z,castle,1,A2J5DN5UMU0A3Z,castle,1,A2J5DN5UMU0A3Z,castle,1,A2J5DN5UMU0A3Z,castle,1,A2J5DN5UMU0A3Z,castle,1
SCALE,A3VKMZEZL3CCPN,1,F,2,Ad_hoc,A3VKMZEZL3CCPN,scale,1,A3VKMZEZL3CCPN,scale,1,A3VKMZEZL3CCPN,scale,1,A3VKMZEZL3CCPN,scale,1,A3VKMZEZL3CCPN,scale,1,A3VKMZEZL3CCPN,scale,1
CELLOPHANE,A2J5DN5UMU,1,D,1,Unrel,A2J5DN5UMU0A3Z,cellophane,1,A2J5DN5UMU0A3Z,cellophane,1,A2J5DN5UMU0A3Z,cellophane,1,A2J5DN5UMU0A3Z,cellophane,1,A2J5DN5UMU0A3Z,cellophane,1,A2J5DN5UMU0A3Z,cellophane,1
CEREAL,A2J5DN5UMU,1,D,1,Unrel,A2J5DN5UMU0A3Z,cereal,1,A2J5DN5UMU0A3Z,cereal,1,A2J5DN5UMU0A3Z,cereal,1,A2J5DN5UMU0A3Z,cereal,1,A2J5DN5UMU0A3Z,cereal,1,A2J5DN5UMU0A3Z,cereal,1
SHACKLE,A3VKMZEZL3CCPN,0,F,3,Ad_hoc,A3VKMZEZL3CCPN,shackle,1,A3VKMZEZL3CCPN,shackle,1,A3VKMZEZL3CCPN,shackle,1,A3VKMZEZL3CCPN,shackle,1,A3VKMZEZL3CCPN,shackle,1,A3VKMZEZL3CCPN,shackle,1
SHAMPOO,A3VKMZEZL3CCPN,1,F,2,Ad_hoc,A3VKMZEZL3CCPN,shampoo,1,A3VKMZEZL3CCPN,shampoo,1,A3VKMZEZL3CCPN,shampoo,1,A3VKMZEZL3CCPN,shampoo,1,A3VKMZEZL3CCPN,shampoo,1,A3VKMZEZL3CCPN,shampoo,1
SHAVER,A3VKMZEZL3CCPN,1,F,2,Ad_hoc,A3VKMZEZL3CCPN,shaver,1,A3VKMZEZL3CCPN,shaver,1,A3VKMZEZL3CCPN,shaver,1,A3VKMZEZL3CCPN,shaver,1,A3VKMZEZL3CCPN,shaver,1,A3VKMZEZL3CCPN,shaver,1
CLASS,A2J5DN5UMU,1,D,6,Unrel,A2J5DN5UMU0A3Z,class,1,A2J5DN5UMU0A3Z,class,1,A2J5DN5UMU0A3Z,class,1,A2J5DN5UMU0A3Z,class,1,A2J5DN5UMU0A3Z,class,1,A2J5DN5UMU0A3Z,class,1
CLIPPERS,A2J5DN5UMU,1,D,5,Cat,A2J5DN5UMU0A3Z,clippers,1,A2J5DN5UMU0A3Z,clippers,1,A2J5DN5UMU0A3Z,clippers,1,A2J5DN5UMU0A3Z,clippers,1,A2J5DN5UMU0A3Z,clippers,1,A2J5DN5UMU0A3Z,clippers,1
SOAP,A3VKMZEZL3CCPN,1,F,2,Ad_hoc,A3VKMZEZL3CCPN,soap,1,A3VKMZEZL3CCPN,soap,1,A3VKMZEZL3CCPN,soap,1,A3VKMZEZL3CCPN,soap,1,A3VKMZEZL3CCPN,soap,1,A3VKMZEZL3CCPN,soap,1
COMPOST,A2J5DN5UMU,0,D,5,Cat,A2J5DN5UMU0A3Z,compost,0,A2J5DN5UMU0A3Z,compost,0,A2J5DN5UMU0A3Z,compost,0,A2J5DN5UMU0A3Z,compost,1,A2J5DN5UMU0A3Z,compost,1,A2J5DN5UMU0A3Z,compost,1
COTTAGE,A2J5DN5UMU,0,D,4,Cat,A2J5DN5UMU0A3Z,cottage,0,A2J5DN5UMU0A3Z,cottage,0,A2J5DN5UMU0A3Z,cottage,0,A2J5DN5UMU0A3Z,cottage,1,A2J5DN5UMU0A3Z,cottage,1,A2J5DN5UMU0A3Z,cottage,1
CULTIVATOR,A2J5DN5UMU,1,D,5,Cat,A2J5DN5UMU0A3Z,cultivator,1,A2J5DN5UMU0A3Z,cultivator,1,A2J5DN5UMU0A3Z,cultivator,1,A2J5DN5UMU0A3Z,cultivator,1,A2J5DN5UMU0A3Z,cultivator,1,A2J5DN5UMU0A3Z,cultivator,1
TATTOO,A3VKMZEZL3CCPN,0,F,3,Ad_hoc,A3VKMZEZL3CCPN,tattoo,0,A3VKMZEZL3CCPN,tattoo,0,A3VKMZEZL3CCPN,tattoo,1,A3VKMZEZL3CCPN,tattoo,1,A3VKMZEZL3CCPN,tattoo,1,A3VKMZEZL3CCPN,tattoo,1
DAY,A2J5DN5UMU,1,D,6,Unrel,A2J5DN5UMU0A3Z,day,1,A2J5DN5UMU0A3Z,day,1,A2J5DN5UMU0A3Z,day,1,A2J5DN5UMU0A3Z,day,1,A2J5DN5UMU0A3Z,day,1,A2J5DN5UMU0A3Z,day,1
TILE,A3VKMZEZL3CCPN,1,F,2,Ad_hoc,A3VKMZEZL3CCPN,tile,1,A3VKMZEZL3CCPN,tile,1,A3VKMZEZL3CCPN,tile,1,A3VKMZEZL3CCPN,tile,1,A3VKMZEZL3CCPN,tile,1,A3VKMZEZL3CCPN,tile,1
TOWER,A3VKMZEZL3CCPN,0,F,3,Ad_hoc,A3VKMZEZL3CCPN,tower,0,A3VKMZEZL3CCPN,tower,0,A3VKMZEZL3CCPN,tower,0,A3VKMZEZL3CCPN,tower,1,A3VKMZEZL3CCPN,tower,1,A3VKMZEZL3CCPN,tower,1
DETOUR,A2J5DN5UMU,1,D,1,Unrel,A2J5DN5UMU0A3Z,detour,1,A2J5DN5UMU0A3Z,detour,1,A2J5DN5UMU0A3Z,detour,1,A2J5DN5UMU0A3Z,detour,1,A2J5DN5UMU0A3Z,detour,1,A2J5DN5UMU0A3Z,detour,1
DORM,A2J5DN5UMU,1,D,4,Cat,A2J5DN5UMU0A3Z,dorm,1,A2J5DN5UMU0A3Z,dorm,1,A2J5DN5UMU0A3Z,dorm,1,A2J5DN5UMU0A3Z,dorm,1,A2J5DN5UMU0A3Z,dorm,1,A2J5DN5UMU0A3Z,dorm,1
DOWEL,A2J5DN5UMU,0,D,6,Unrel,A2J5DN5UMU0A3Z,dowel,0,A2J5DN5UMU0A3Z,dowel,0,A2J5DN5UMU0A3Z,dowel,0,A2J5DN5UMU0A3Z,dowel,0,A2J5DN5UMU0A3Z,dowel,0,A2J5DN5UMU0A3Z,dowel,0
DUPLEX,A2J5DN5UMU,1,D,4,Cat,A2J5DN5UMU0A3Z,duplex,1,A2J5DN5UMU0A3Z,duplex,1,A2J5DN5UMU0A3Z,duplex,1,A2J5DN5UMU0A3Z,duplex,1,A2J5DN5UMU0A3Z,duplex,1,A2J5DN5UMU0A3Z,duplex,1
DWARF,A2J5DN5UMU,1,D,1,Unrel,A2J5DN5UMU0A3Z,dwarf,1,A2J5DN5UMU0A3Z,dwarf,1,A2J5DN5UMU0A3Z,dwarf,1,A2J5DN5UMU0A3Z,dwarf,1,A2J5DN5UMU0A3Z,dwarf,1,A2J5DN5UMU0A3Z,dwarf,1
EDGER,A2J5DN5UMU,1,D,5,Cat,A2J5DN5UMU0A3Z,edger,1,A2J5DN5UMU0A3Z,edger,1,A2J5DN5UMU0A3Z,edger,1,A2J5DN5UMU0A3Z,edger,1,A2J5DN5UMU0A3Z,edger,1,A2J5DN5UMU0A3Z,edger,1
TWEEZERS,A3VKMZEZL3CCPN,1,F,2,Ad_hoc,A3VKMZEZL3CCPN,tweezers,1,A3VKMZEZL3CCPN,tweezers,1,A3VKMZEZL3CCPN,tweezers,1,A3VKMZEZL3CCPN,tweezers,1,A3VKMZEZL3CCPN,tweezers,1,A3VKMZEZL3CCPN,tweezers,1
VANITY,A3VKMZEZL3CCPN,1,F,2,Ad_hoc,A3VKMZEZL3CCPN,vanity,1,A3VKMZEZL3CCPN,vanity,1,A3VKMZEZL3CCPN,vanity,1,A3VKMZEZL3CCPN,vanity,1,A3VKMZEZL3CCPN,vanity,1,A3VKMZEZL3CCPN,vanity,1
WEIGHTS,A3VKMZEZL3CCPN,0,F,3,Ad_hoc,A3VKMZEZL3CCPN,weights,0,A3VKMZEZL3CCPN,weights,0,A3VKMZEZL3CCPN,weights,0,A3VKMZEZL3CCPN,weights,1,A3VKMZEZL3CCPN,weights,1,A3VKMZEZL3CCPN,weights,1
FLURRY,A2J5DN5UMU,0,D,1,Unrel,A2J5DN5UMU0A3Z,flurry,0,A2J5DN5UMU0A3Z,flurry,0,A2J5DN5UMU0A3Z,flurry,0,A2J5DN5UMU0A3Z,flurry,0,A2J5DN5UMU0A3Z,flurry,0,A2J5DN5UMU0A3Z,flurry,0
FOSSIL,A2J5DN5UMU,0,D,1,Unrel,A2J5DN5UMU0A3Z,fossil,0,A2J5DN5UMU0A3Z,fossil,0,A2J5DN5UMU0A3Z,fossil,0,A2J5DN5UMU0A3Z,fossil,0,A2J5DN5UMU0A3Z,fossil,0,A2J5DN5UMU0A3Z,fossil,0
FOUL,A2J5DN5UMU,1,D,6,Unrel,A2J5DN5UMU0A3Z,foul,1,A2J5DN5UMU0A3Z,foul,1,A2J5DN5UMU0A3Z,foul,1,A2J5DN5UMU0A3Z,foul,1,A2J5DN5UMU0A3Z,foul,1,A2J5DN5UMU0A3Z,foul,1
GIN,A2J5DN5UMU,1,D,1,Unrel,A2J5DN5UMU0A3Z,gin,1,A2J5DN5UMU0A3Z,gin,1,A2J5DN5UMU0A3Z,gin,1,A2J5DN5UMU0A3Z,gin,1,A2J5DN5UMU0A3Z,gin,1,A2J5DN5UMU0A3Z,gin,1
GONG,A2J5DN5UMU,1,D,1,Unrel,A2J5DN5UMU0A3Z,gong,1,A2J5DN5UMU0A3Z,gong,1,A2J5DN5UMU0A3Z,gong,1,A2J5DN5UMU0A3Z,gong,1,A2J5DN5UMU0A3Z,gong,1,A2J5DN5UMU0A3Z,gong,1
BRUSH,A3Z8J9G2CIQ,1,B,2,Ad_hoc,A3Z8J9G2CIQ0U,brush,1,A3Z8J9G2CIQ0U,brush,1,A3Z8J9G2CIQ0U,brush,1,A3Z8J9G2CIQ0U,brush,1,A3Z8J9G2CIQ0U,brush,1,A3Z8J9G2CIQ0U,brush,1
CELL,A3Z8J9G2CIQ,1,B,3,Ad_hoc,A3Z8J9G2CIQ0U,cell,1,A3Z8J9G2CIQ0U,cell,1,A3Z8J9G2CIQ0U,cell,1,A3Z8J9G2CIQ0U,cell,1,A3Z8J9G2CIQ0U,cell,1,A3Z8J9G2CIQ0U,cell,1
HOTEL,A2J5DN5UMU,1,D,4,Cat,A2J5DN5UMU0A3Z,hotel,1,A2J5DN5UMU0A3Z,hotel,1,A2J5DN5UMU0A3Z,hotel,1,A2J5DN5UMU0A3Z,hotel,1,A2J5DN5UMU0A3Z,hotel,1,A2J5DN5UMU0A3Z,hotel,1
HOUSEBOAT,A2J5DN5UMU,0,D,4,Cat,A2J5DN5UMU0A3Z,houseboat,0,A2J5DN5UMU0A3Z,houseboat,0,A2J5DN5UMU0A3Z,houseboat,0,A2J5DN5UMU0A3Z,houseboat,0,A2J5DN5UMU0A3Z,houseboat,0,A2J5DN5UMU0A3Z,houseboat,0
IGLOO,A2J5DN5UMU,1,D,4,Cat,A2J5DN5UMU0A3Z,igloo,1,A2J5DN5UMU0A3Z,igloo,1,A2J5DN5UMU0A3Z,igloo,1,A2J5DN5UMU0A3Z,igloo,1,A2J5DN5UMU0A3Z,igloo,1,A2J5DN5UMU0A3Z,igloo,1
CHAIN,A3Z8J9G2CIQ,1,B,3,Ad_hoc,A3Z8J9G2CIQ0U,chain,1,A3Z8J9G2CIQ0U,chain,1,A3Z8J9G2CIQ0U,chain,1,A3Z8J9G2CIQ0U,chain,1,A3Z8J9G2CIQ0U,chain,1,A3Z8J9G2CIQ0U,chain,1
IRON,A2J5DN5UMU,1,D,6,Unrel,A2J5DN5UMU0A3Z,iron,1,A2J5DN5UMU0A3Z,iron,1,A2J5DN5UMU0A3Z,iron,1,A2J5DN5UMU0A3Z,iron,1,A2J5DN5UMU0A3Z,iron,1,A2J5DN5UMU0A3Z,iron,1
JACKPOT,A2J5DN5UMU,1,D,6,Unrel,A2J5DN5UMU0A3Z,jackpot,1,A2J5DN5UMU0A3Z,jackpot,1,A2J5DN5UMU0A3Z,jackpot,1,A2J5DN5UMU0A3Z,jackpot,1,A2J5DN5UMU0A3Z,jackpot,1,A2J5DN5UMU0A3Z,jackpot,1
JAR,A2J5DN5UMU,1,D,1,Unrel,A2J5DN5UMU0A3Z,jar,1,A2J5DN5UMU0A3Z,jar,1,A2J5DN5UMU0A3Z,jar,1,A2J5DN5UMU0A3Z,jar,1,A2J5DN5UMU0A3Z,jar,1,A2J5DN5UMU0A3Z,jar,1
JAZZ,A2J5DN5UMU,1,D,6,Unrel,A2J5DN5UMU0A3Z,jazz,1,A2J5DN5UMU0A3Z,jazz,1,A2J5DN5UMU0A3Z,jazz,1,A2J5DN5UMU0A3Z,jazz,1,A2J5DN5UMU0A3Z,jazz,1,A2J5DN5UMU0A3Z,jazz,1
JOKE,A2J5DN5UMU,1,D,1,Unrel,A2J5DN5UMU0A3Z,joke,1,A2J5DN5UMU0A3Z,joke,1,A2J5DN5UMU0A3Z,joke,1,A2J5DN5UMU0A3Z,joke,1,A2J5DN5UMU0A3Z,joke,1,A2J5DN5UMU0A3Z,joke,1
KISS,A2J5DN5UMU,1,D,1,Unrel,A2J5DN5UMU0A3Z,kiss,1,A2J5DN5UMU0A3Z,kiss,1,A2J5DN5UMU0A3Z,kiss,1,A2J5DN5UMU0A3Z,kiss,1,A2J5DN5UMU0A3Z,kiss,1,A2J5DN5UMU0A3Z,kiss,1
KNOCK,A2J5DN5UMU,1,D,6,Unrel,A2J5DN5UMU0A3Z,knock,1,A2J5DN5UMU0A3Z,knock,1,A2J5DN5UMU0A3Z,knock,1,A2J5DN5UMU0A3Z,knock,1,A2J5DN5UMU0A3Z,knock,1,A2J5DN5UMU0A3Z,knock,1
LADDER,A2J5DN5UMU,1,D,6,Unrel,A2J5DN5UMU0A3Z,ladder,1,A2J5DN5UMU0A3Z,ladder,1,A2J5DN5UMU0A3Z,ladder,1,A2J5DN5UMU0A3Z,ladder,1,A2J5DN5UMU0A3Z,ladder,1,A2J5DN5UMU0A3Z,ladder,1
LANCE,A2J5DN5UMU,1,D,1,Unrel,A2J5DN5UMU0A3Z,lance,1,A2J5DN5UMU0A3Z,lance,1,A2J5DN5UMU0A3Z,lance,1,A2J5DN5UMU0A3Z,lance,1,A2J5DN5UMU0A3Z,lance,1,A2J5DN5UMU0A3Z,lance,1
