Experiment,Subject,Cue,Target,Response,Manual_Scored,Trial_Num
JOL B,2,Fix,Hand,,0,75
JOL B,2,Name,Hate,,0,76
JOL B,2,Own,Have,have,1,77
JOL B,2,Scalp,Head,head,1,78
JOL B,2,Park,Hungry,hunger,0,79
JOL B,2,Mason,Jar,jar,1,80
JOL B,2,Keys,Joke,locl,0,81
JOL B,2,Trial,Jury,jury,1,82
JOL B,2,Key,Latch,locket,0,83
JOL B,2,Baseball,League,,0,84
JOL B,2,Truth,Lie,lie,1,85
JOL B,2,Art,Lion,lion,1,86
JOL B,2,Kidney,Liver,liver,1,87
JOL B,2,Alone,Lonely,lonley,1,88
JOL B,2,Extension,Long,long,1,89
JOL B,2,Affection,Love,love,1,90
JOL B,2,Justice,Maroon,maroon,1,91
JOL B,2,Wage,Money,money,1,92
JOL B,2,Temperature,Morning,morning,1,93
JOL B,2,Detective,Mystery,mystery,1,94
JOL B,2,Sleep,Nap,nap,1,95
JOL B,2,Editor,News,news,1,96
JOL B,2,Loud,Noise,noise,1,97
JOL B,2,Meat,Obtain,full,0,98
JOL B,2,Both,Ounce,two,0,99
JOL B,2,Way,Out,down,0,100
JOL B,2,Cat,Panther,food,0,101
JOL B,2,Document,Paper,paper,1,102
JOL B,2,Bird,Penguin,fly,0,103
JOL B,2,Plane,Pilot,pilot,1,104
JOL B,2,Cactus,Plant,plant,1,105
JOL B,2,Root,Plant,plant,1,106
JOL B,2,Machine,Position,,0,107
JOL B,2,Ball,Racket,racket,1,108
JOL B,2,Cherry,Red,red,1,109
JOL B,2,Rod,Reel,reel,1,110
JOL B,2,Even,Revenge,odd,0,111
JOL B,2,Sugar,Riddle,,0,112
JOL B,2,Geology,Rock,rock,1,113
JOL B,2,Circle,Round,round,1,114
JOL B,2,Dietary,Sacking,snack,0,115
JOL B,2,Lettuce,Salad,definition,NA,116
JOL B,2,Fish,Sardine,sardine,1,117
JOL B,2,Main,Scar,objective,0,118
JOL B,2,Shears,Scissors,sissors,1,119
JOL B,2,Safety,Seatbelt,seatbelt,1,120
JOL B,2,Take,Seize,giv,0,121
JOL B,2,Razor,Shave,shave,1,122
JOL B,2,Hide,Sick,out,0,123
JOL B,2,Debate,Sight,team,0,124
JOL B,2,Loan,Sign,give,0,125
JOL B,2,Drink,Sip,thirst,0,126
JOL B,2,Location,Site,way,0,127
JOL B,2,Incense,Smell,smell,1,128
JOL B,2,Shell,Snake,snake,1,129
JOL B,2,Pop,Soda,soda,1,130
JOL B,2,Give,Steak,take,0,131
JOL B,2,Smell,Stench,stinch,1,132
JOL B,2,Hornet,Sting,sting,1,133
JOL B,2,Digestion,Stomach,stomach,1,134
JOL B,2,Fruit,Strawberry,strawberry,1,135
JOL B,2,Discussion,Talk,paper,0,136
JOL B,2,Sun,Tan,tan,1,137
JOL B,2,Tantrum,Temper,,0,138
JOL B,2,Thread,Thimble,thimble,1,139
JOL B,2,Flea,Tick,tick,1,140
JOL B,2,Shoelace,Tie,tie,1,141
JOL B,2,Lease,Toil,lift,0,142
JOL B,2,Bathroom,Toilet,toleit,1,143
JOL B,2,Litter,Trash,trash,1,144
JOL B,2,Honest,Truthful,truth,1,145
JOL B,2,Allow,Tuck,,0,146
JOL B,2,King,Vase,boat,0,147
JOL B,2,Charm,Vehicle,charm,NA,148
JOL B,2,Bad,Villain,worse,0,149
JOL B,2,Revolution,War,war,1,150
JOL B,2,Bug,Wasp,wasp,1,151
JOL B,2,Dump,Waste,trash,0,152
JOL B,2,Bridge,Water,water,1,153
JOL B,2,Candle,Wax,wax,1,154
JOL B,2,Dry,Wet,wet,1,155
JOL B,2,Blow,Wind,away,0,156
JOL B,2,Car,Windshield,windsheild,1,157
JOL B,2,Lift,Woman,raise,0,158
JOL B,2,Sentence,Word,word,1,159
JOL B,2,Cash,Would,number,0,160
JOL B,6,Crackle,Able,pop,0,1
JOL B,6,Strong,Accident,,0,2
JOL B,6,Star,Actress,sky,0,3
JOL B,6,Valley,Add,ll,0,4
JOL B,6,Plane,Aircraft,aircraft,1,5
JOL B,6,Number,Amount,amount,1,6
JOL B,6,Due,Assignment,assignent,1,7
JOL B,6,Clothes,Attire,shirt,0,8
JOL B,6,Law,Attorney,attorney,1,9
JOL B,6,Gone,Away,away,1,10
JOL B,6,Delinquent,Bad,juvenile,0,11
JOL B,6,Pop,Balloon,balloon,1,12
JOL B,6,Fuzzy,Bang,dog,0,13
JOL B,6,Money,Banker,cash,0,14
JOL B,6,Grill,Bar,bar,1,15
JOL B,6,Honey,Bee,bee,1,16
JOL B,6,Soon,Belt,close,0,17
JOL B,6,Swan,Bird,bir,1,18
JOL B,6,Fire,Blaze,hot,0,19
JOL B,6,Wrist,Bracelet,bracelet,1,20
JOL B,6,Fight,Brawl,feud,0,21
JOL B,6,Glass,Breakable,clear,0,22
JOL B,6,Artery,Bronze,joint,0,23
JOL B,6,Death,Business,,0,24
JOL B,6,Driver,Car,car,1,25
JOL B,6,Happy,Car,sad,0,26
JOL B,6,Element,Carbon,carbon,1,27
JOL B,6,Credit,Card,card,1,28
JOL B,6,Dark,Cave,cave,1,29
JOL B,6,Wine,Cheese,drink,0,30
JOL B,6,Baby,Child,child,1,31
JOL B,6,Mirror,Children,children,1,32
JOL B,6,Hot,Chili,cold,0,33
JOL B,6,Work,Chore,job,0,34
JOL B,6,Hygiene,Clean,smell,0,35
JOL B,6,Moat,Clear,,0,36
JOL B,6,Stretch,Cloth,,0,37
JOL B,6,Cake,Clothes,,0,38
JOL B,6,Pusher,Clutter,,0,39
JOL B,6,Dead,Coffin,gone,0,40
JOL B,6,Chill,Cold,cold,1,41
JOL B,6,Bitter,Cold,sweet,0,42
JOL B,6,Phone,Communication,talk,0,43
JOL B,6,Herd,Cow,cows,1,44
JOL B,6,Chop,Cut,cut,1,45
JOL B,6,Choice,Decision,opinion,0,46
JOL B,6,Architecture,Design,design,1,47
JOL B,6,Math,Division,probems,0,48
JOL B,6,Furry,Dog,dog,1,49
JOL B,6,Paw,Dog,dog,1,50
JOL B,6,Mule,Donkey,donkey,1,51
JOL B,6,Water,Drink,liquid,0,52
JOL B,6,Sleep,Drowsy,tired,0,53
JOL B,6,Dine,Eat,resturaunt,0,54
JOL B,6,Maze,Election,,0,55
JOL B,6,Adjourn,End,end,1,56
JOL B,6,Begin,End,ene,1,57
JOL B,6,Full,Enough,amount,0,58
JOL B,6,Rights,Equal,politics,0,59
JOL B,6,Hunger,Famine,famine,1,60
JOL B,6,Great,Fantastic,awesome,0,61
JOL B,6,Best,Favorite,favorite,1,62
JOL B,6,Listen,Fiction,,0,63
JOL B,6,Feud,Fight,fight,1,64
JOL B,6,Tuna,Fish,fish,1,65
JOL B,6,Turn,Flip,look,0,66
JOL B,6,Discover,Floor,find,0,67
JOL B,6,Orchid,Flower,flower,1,68
JOL B,6,Shoe,Foot,shoelace,0,69
JOL B,6,Past,Future,green,NA,70
JOL B,6,Clue,Game,game,1,71
JOL B,6,Earth,Ground,ground,1,72
JOL B,6,Height,Growth,tall,0,73
JOL B,6,Chisel,Hammer,,0,74
JOL B,6,Fix,Hand,,0,75
JOL B,6,Name,Hate,,0,76
JOL B,6,Own,Have,have,1,77
JOL B,6,Scalp,Head,head,1,78
JOL B,6,Park,Hungry,car,0,79
JOL B,6,Mason,Jar,jar,1,80
JOL B,6,Keys,Joke,car,0,81
JOL B,6,Trial,Jury,jury,1,82
JOL B,6,Key,Latch,cars,0,83
JOL B,6,Baseball,League,league,1,84
JOL B,6,Truth,Lie,lie,1,85
JOL B,6,Art,Lion,design,0,86
JOL B,6,Kidney,Liver,liver,1,87
JOL B,6,Alone,Lonely,lonely,1,88
JOL B,6,Extension,Long,long,1,89
JOL B,6,Affection,Love,love,1,90
JOL B,6,Justice,Maroon,equal,0,91
JOL B,6,Wage,Money,money,1,92
JOL B,6,Temperature,Morning,morning,1,93
JOL B,6,Detective,Mystery,case,0,94
JOL B,6,Sleep,Nap,nap,1,95
JOL B,6,Editor,News,paper,0,96
JOL B,6,Loud,Noise,noisy,1,97
JOL B,6,Meat,Obtain,protein,0,98
JOL B,6,Both,Ounce,same,0,99
JOL B,6,Way,Out,out,1,100
JOL B,6,Cat,Panther,dog,0,101
JOL B,6,Document,Paper,paper,1,102
JOL B,6,Bird,Penguin,pigeon,0,103
JOL B,6,Plane,Pilot,pilot,1,104
JOL B,6,Cactus,Plant,plant,1,105
JOL B,6,Root,Plant,word,0,106
JOL B,6,Machine,Position,position,1,107
JOL B,6,Ball,Racket,baseball,0,108
JOL B,6,Cherry,Red,red,1,109
JOL B,6,Rod,Reel,reel,1,110
JOL B,6,Even,Revenge,odd,0,111
JOL B,6,Sugar,Riddle,,0,112
JOL B,6,Geology,Rock,trees,0,113
JOL B,6,Circle,Round,round,1,114
JOL B,6,Dietary,Sacking,stomach,0,115
JOL B,6,Lettuce,Salad,symbol,NA,116
JOL B,6,Fish,Sardine,food,0,117
JOL B,6,Main,Scar,,0,118
JOL B,6,Shears,Scissors,scissors,1,119
JOL B,6,Safety,Seatbelt,s,0,120
JOL B,6,Take,Seize,away,0,121
JOL B,6,Razor,Shave,sharp,0,122
JOL B,6,Hide,Sick,seek,0,123
JOL B,6,Debate,Sight,politics,0,124
JOL B,6,Loan,Sign,sign,1,125
JOL B,6,Drink,Sip,water,0,126
JOL B,6,Location,Site,time,0,127
JOL B,6,Incense,Smell,smell,1,128
JOL B,6,Shell,Snake,snake,1,129
JOL B,6,Pop,Soda,soda,1,130
JOL B,6,Give,Steak,take,0,131
JOL B,6,Smell,Stench,hygeine,0,132
JOL B,6,Hornet,Sting,bug,0,133
JOL B,6,Digestion,Stomach,stomach,1,134
JOL B,6,Fruit,Strawberry,strawberry,1,135
JOL B,6,Discussion,Talk,talk,1,136
JOL B,6,Sun,Tan,warm,0,137
JOL B,6,Tantrum,Temper,mad,0,138
JOL B,6,Thread,Thimble,,0,139
JOL B,6,Flea,Tick,tick,1,140
JOL B,6,Shoelace,Tie,shoe,0,141
JOL B,6,Lease,Toil,sign,0,142
JOL B,6,Bathroom,Toilet,toilet,1,143
JOL B,6,Litter,Trash,trashy,1,144
JOL B,6,Honest,Truthful,truth,0,145
JOL B,6,Allow,Tuck,grant,0,146
JOL B,6,King,Vase,,0,147
JOL B,6,Charm,Vehicle,car,NA,148
JOL B,6,Bad,Villain,good,0,149
JOL B,6,Revolution,War,war,1,150
JOL B,6,Bug,Wasp,hornet,0,151
JOL B,6,Dump,Waste,trash,0,152
JOL B,6,Bridge,Water,water,1,153
JOL B,6,Candle,Wax,incents,0,154
JOL B,6,Dry,Wet,wet,1,155
JOL B,6,Blow,Wind,wind,1,156
JOL B,6,Car,Windshield,windshield,1,157
JOL B,6,Lift,Woman,stunt,0,158
JOL B,6,Sentence,Word,word,1,159
JOL B,6,Cash,Would,money,0,160
JOL B,10,Crackle,Able,pop,0,1
JOL B,10,Strong,Accident,weak,0,2
JOL B,10,Star,Actress,,0,3
JOL B,10,Valley,Add,,0,4
JOL B,10,Plane,Aircraft,fly,0,5
JOL B,10,Number,Amount,,0,6
JOL B,10,Due,Assignment,date,0,7
JOL B,10,Clothes,Attire,,0,8
JOL B,10,Law,Attorney,attorney,1,9
JOL B,10,Gone,Away,lost,0,10
JOL B,10,Delinquent,Bad,bad,1,11
JOL B,10,Pop,Balloon,cracke,0,12
JOL B,10,Fuzzy,Bang,,0,13
JOL B,10,Money,Banker,,0,14
JOL B,10,Grill,Bar,bar,1,15
JOL B,10,Honey,Bee,,0,16
JOL B,10,Soon,Belt,,0,17
JOL B,10,Swan,Bird,bird,1,18
JOL B,10,Fire,Blaze,,0,19
JOL B,10,Wrist,Bracelet,,0,20
JOL B,10,Fight,Brawl,fued,0,21
JOL B,10,Glass,Breakable,mirror,0,22
JOL B,10,Artery,Bronze,,0,23
JOL B,10,Death,Business,body,0,24
JOL B,10,Driver,Car,seatbelt,0,25
JOL B,10,Happy,Car,sad,0,26
JOL B,10,Element,Carbon,carbon,1,27
JOL B,10,Credit,Card,card,1,28
JOL B,10,Dark,Cave,night,0,29
JOL B,10,Wine,Cheese,cheese,1,30
JOL B,10,Baby,Child,,0,31
JOL B,10,Mirror,Children,,0,32
JOL B,10,Hot,Chili,colod,0,33
JOL B,10,Work,Chore,,0,34
JOL B,10,Hygiene,Clean,clean,1,35
JOL B,10,Moat,Clear,melt,0,36
JOL B,10,Stretch,Cloth,,0,37
JOL B,10,Cake,Clothes,,0,38
JOL B,10,Pusher,Clutter,lifter,0,39
JOL B,10,Dead,Coffin,body,0,40
JOL B,10,Chill,Cold,cold,1,41
JOL B,10,Bitter,Cold,mad,0,42
JOL B,10,Phone,Communication,,0,43
JOL B,10,Herd,Cow,cow,1,44
JOL B,10,Chop,Cut,cut,1,45
JOL B,10,Choice,Decision,,0,46
JOL B,10,Architecture,Design,design,1,47
JOL B,10,Math,Division,problem,0,48
JOL B,10,Furry,Dog,animal,0,49
JOL B,10,Paw,Dog,dog,1,50
JOL B,10,Mule,Donkey,donke,1,51
JOL B,10,Water,Drink,drink,1,52
JOL B,10,Sleep,Drowsy,,0,53
JOL B,10,Dine,Eat,food,0,54
JOL B,10,Maze,Election,trail,0,55
JOL B,10,Adjourn,End,finish,0,56
JOL B,10,Begin,End,end,1,57
JOL B,10,Full,Enough,,0,58
JOL B,10,Rights,Equal,equal,1,59
JOL B,10,Hunger,Famine,,0,60
JOL B,10,Great,Fantastic,nice,0,61
JOL B,10,Best,Favorite,Friend,0,62
JOL B,10,Listen,Fiction,,0,63
JOL B,10,Feud,Fight,fight,1,64
JOL B,10,Tuna,Fish,fish,1,65
JOL B,10,Turn,Flip,flip,1,66
JOL B,10,Discover,Floor,,0,67
JOL B,10,Orchid,Flower,plant,0,68
JOL B,10,Shoe,Foot,place,0,69
JOL B,10,Past,Future,,NA,70
JOL B,10,Clue,Game,detective,0,71
JOL B,10,Earth,Ground,,0,72
JOL B,10,Height,Growth,growth,1,73
JOL B,10,Chisel,Hammer,,0,74
JOL B,10,Fix,Hand,mend,0,75
JOL B,10,Name,Hate,,0,76
JOL B,10,Own,Have,,0,77
JOL B,10,Scalp,Head,hair,0,78
JOL B,10,Park,Hungry,dog,0,79
JOL B,10,Mason,Jar,jar,1,80
JOL B,10,Keys,Joke,car,0,81
JOL B,10,Trial,Jury,,0,82
JOL B,10,Key,Latch,lock,0,83
JOL B,10,Baseball,League,league,1,84
JOL B,10,Truth,Lie,lie,1,85
JOL B,10,Art,Lion,design,0,86
JOL B,10,Kidney,Liver,liver,1,87
JOL B,10,Alone,Lonely,lonely,1,88
JOL B,10,Extension,Long,cord,0,89
JOL B,10,Affection,Love,lovr,1,90
JOL B,10,Justice,Maroon,equal,0,91
JOL B,10,Wage,Money,pay,0,92
JOL B,10,Temperature,Morning,morning,1,93
JOL B,10,Detective,Mystery,case,0,94
JOL B,10,Sleep,Nap,,0,95
JOL B,10,Editor,News,,0,96
JOL B,10,Loud,Noise,quiet,0,97
JOL B,10,Meat,Obtain,cut,0,98
JOL B,10,Both,Ounce,i,0,99
JOL B,10,Way,Out,,0,100
JOL B,10,Cat,Panther,dog,0,101
JOL B,10,Document,Paper,,0,102
JOL B,10,Bird,Penguin,,0,103
JOL B,10,Plane,Pilot,high,0,104
JOL B,10,Cactus,Plant,plant,1,105
JOL B,10,Root,Plant,plant,1,106
JOL B,10,Machine,Position,,0,107
JOL B,10,Ball,Racket,baseball,0,108
JOL B,10,Cherry,Red,red,1,109
JOL B,10,Rod,Reel,,0,110
JOL B,10,Even,Revenge,odd,0,111
JOL B,10,Sugar,Riddle,candy,0,112
JOL B,10,Geology,Rock,earth,0,113
JOL B,10,Circle,Round,round,1,114
JOL B,10,Dietary,Sacking,,0,115
JOL B,10,Lettuce,Salad,,0,116
JOL B,10,Fish,Sardine,,0,117
JOL B,10,Main,Scar,,0,118
JOL B,10,Shears,Scissors,cut,0,119
JOL B,10,Safety,Seatbelt,,0,120
JOL B,10,Take,Seize,give,0,121
JOL B,10,Razor,Shave,cut,0,122
JOL B,10,Hide,Sick,seek,0,123
JOL B,10,Debate,Sight,,0,124
JOL B,10,Loan,Sign,,0,125
JOL B,10,Drink,Sip,water,0,126
JOL B,10,Location,Site,,0,127
JOL B,10,Incense,Smell,smell,1,128
JOL B,10,Shell,Snake,fish,0,129
JOL B,10,Pop,Soda,,0,130
JOL B,10,Give,Steak,,0,131
JOL B,10,Smell,Stench,,0,132
JOL B,10,Hornet,Sting,nest,0,133
JOL B,10,Digestion,Stomach,,0,134
JOL B,10,Fruit,Strawberry,food,0,135
JOL B,10,Discussion,Talk,write,0,136
JOL B,10,Sun,Tan,tan,1,137
JOL B,10,Tantrum,Temper,,0,138
JOL B,10,Thread,Thimble,,0,139
JOL B,10,Flea,Tick,tick,1,140
JOL B,10,Shoelace,Tie,shoe,0,141
JOL B,10,Lease,Toil,,0,142
JOL B,10,Bathroom,Toilet,,0,143
JOL B,10,Litter,Trash,cat,0,144
JOL B,10,Honest,Truthful,truth,0,145
JOL B,10,Allow,Tuck,,0,146
JOL B,10,King,Vase,,0,147
JOL B,10,Charm,Vehicle,,0,148
JOL B,10,Bad,Villain,good,0,149
JOL B,10,Revolution,War,war,1,150
JOL B,10,Bug,Wasp,ant,0,151
JOL B,10,Dump,Waste,waste,1,152
JOL B,10,Bridge,Water,water,1,153
JOL B,10,Candle,Wax,mason,0,154
JOL B,10,Dry,Wet,wet,1,155
JOL B,10,Blow,Wind,wind,1,156
JOL B,10,Car,Windshield,driver,0,157
JOL B,10,Lift,Woman,,0,158
JOL B,10,Sentence,Word,,0,159
JOL B,10,Cash,Would,money,0,160
JOL B,14,Crackle,Able,pop,0,1
JOL B,14,Strong,Accident,strent,0,2
JOL B,14,Star,Actress,fish,0,3
JOL B,14,Valley,Add,city,0,4
JOL B,14,Plane,Aircraft,aircraft,1,5
JOL B,14,Number,Amount,amount,1,6
JOL B,14,Due,Assignment,assignment,1,7
JOL B,14,Clothes,Attire,outfit,0,8
JOL B,14,Law,Attorney,laywer,0,9
JOL B,14,Gone,Away,leave,0,10
JOL B,14,Delinquent,Bad,bad,1,11
JOL B,14,Pop,Balloon,soda,0,12
JOL B,14,Fuzzy,Bang,dog,0,13
JOL B,14,Money,Banker,bank,1,14
JOL B,14,Grill,Bar,cook,0,15
JOL B,14,Honey,Bee,sweet,0,16
JOL B,14,Soon,Belt,end,0,17
JOL B,14,Swan,Bird,bird,1,18
JOL B,14,Fire,Blaze,blaze,1,19
JOL B,14,Wrist,Bracelet,bracelet,1,20
JOL B,14,Fight,Brawl,fruad,0,21
JOL B,14,Glass,Breakable,break,1,22
JOL B,14,Artery,Bronze,bronze,1,23
JOL B,14,Death,Business,valley,0,24
JOL B,14,Driver,Car,car,1,25
JOL B,14,Happy,Car,sad,0,26
JOL B,14,Element,Carbon,calium,0,27
JOL B,14,Credit,Card,card,1,28
JOL B,14,Dark,Cave,light,0,29
JOL B,14,Wine,Cheese,cheese,1,30
JOL B,14,Baby,Child,child,1,31
JOL B,14,Mirror,Children,look,0,32
JOL B,14,Hot,Chili,cold,0,33
JOL B,14,Work,Chore,place,0,34
JOL B,14,Hygiene,Clean,clean,1,35
JOL B,14,Moat,Clear,clear,1,36
JOL B,14,Stretch,Cloth,,0,37
JOL B,14,Cake,Clothes,birthday,0,38
JOL B,14,Pusher,Clutter,,0,39
JOL B,14,Dead,Coffin,coffin,1,40
JOL B,14,Chill,Cold,cold,1,41
JOL B,14,Bitter,Cold,cold,1,42
JOL B,14,Phone,Communication,communicate,1,43
JOL B,14,Herd,Cow,cow,1,44
JOL B,14,Chop,Cut,cut,1,45
JOL B,14,Choice,Decision,decision,1,46
JOL B,14,Architecture,Design,design,1,47
JOL B,14,Math,Division,division,1,48
JOL B,14,Furry,Dog,dog,1,49
JOL B,14,Paw,Dog,dog,1,50
JOL B,14,Mule,Donkey,donkey,1,51
JOL B,14,Water,Drink,drink,1,52
JOL B,14,Sleep,Drowsy,drowsey,1,53
JOL B,14,Dine,Eat,late,0,54
JOL B,14,Maze,Election,patch,0,55
JOL B,14,Adjourn,End,close,0,56
JOL B,14,Begin,End,end,1,57
JOL B,14,Full,Enough,enough,1,58
JOL B,14,Rights,Equal,equa,1,59
JOL B,14,Hunger,Famine,,0,60
JOL B,14,Great,Fantastic,dang,0,61
JOL B,14,Best,Favorite,favorite,1,62
JOL B,14,Listen,Fiction,,0,63
JOL B,14,Feud,Fight,,0,64
JOL B,14,Tuna,Fish,fis,1,65
JOL B,14,Turn,Flip,flip,1,66
JOL B,14,Discover,Floor,channel,0,67
JOL B,14,Orchid,Flower,flower,1,68
JOL B,14,Shoe,Foot,feet,1,69
JOL B,14,Past,Future,definition,NA,70
JOL B,14,Clue,Game,games,1,71
JOL B,14,Earth,Ground,,0,72
JOL B,14,Height,Growth,grow,1,73
JOL B,14,Chisel,Hammer,globe,0,74
JOL B,14,Fix,Hand,machine,0,75
JOL B,14,Name,Hate,,0,76
JOL B,14,Own,Have,lease,0,77
JOL B,14,Scalp,Head,head,1,78
JOL B,14,Park,Hungry,walk,0,79
JOL B,14,Mason,Jar,jar,1,80
JOL B,14,Keys,Joke,joke,1,81
JOL B,14,Trial,Jury,walk,0,82
JOL B,14,Key,Latch,latch,1,83
JOL B,14,Baseball,League,league,1,84
JOL B,14,Truth,Lie,lie,1,85
JOL B,14,Art,Lion,draw,0,86
JOL B,14,Kidney,Liver,live,1,87
JOL B,14,Alone,Lonely,lonely,1,88
JOL B,14,Extension,Long,long,1,89
JOL B,14,Affection,Love,love,1,90
JOL B,14,Justice,Maroon,,0,91
JOL B,14,Wage,Money,money,1,92
JOL B,14,Temperature,Morning,cold,0,93
JOL B,14,Detective,Mystery,mystery,1,94
JOL B,14,Sleep,Nap,over,0,95
JOL B,14,Editor,News,write,0,96
JOL B,14,Loud,Noise,noise,1,97
JOL B,14,Meat,Obtain,,0,98
JOL B,14,Both,Ounce,once,1,99
JOL B,14,Way,Out,valley,0,100
JOL B,14,Cat,Panther,dog,0,101
JOL B,14,Document,Paper,papers,1,102
JOL B,14,Bird,Penguin,pengiun,1,103
JOL B,14,Plane,Pilot,aircraft,0,104
JOL B,14,Cactus,Plant,plant,1,105
JOL B,14,Root,Plant,plant,1,106
JOL B,14,Machine,Position,work,0,107
JOL B,14,Ball,Racket,throw,0,108
JOL B,14,Cherry,Red,red,1,109
JOL B,14,Rod,Reel,,0,110
JOL B,14,Even,Revenge,revenge,1,111
JOL B,14,Sugar,Riddle,sweet,0,112
JOL B,14,Geology,Rock,rock,1,113
JOL B,14,Circle,Round,round,1,114
JOL B,14,Dietary,Sacking,diet,0,115
JOL B,14,Lettuce,Salad,plant,0,116
JOL B,14,Fish,Sardine,goldfish,0,117
JOL B,14,Main,Scar,,0,118
JOL B,14,Shears,Scissors,scissors,1,119
JOL B,14,Safety,Seatbelt,seatbelt,1,120
JOL B,14,Take,Seize,grab,0,121
JOL B,14,Razor,Shave,shave,1,122
JOL B,14,Hide,Sick,cash,0,123
JOL B,14,Debate,Sight,listen,0,124
JOL B,14,Loan,Sign,sign,1,125
JOL B,14,Drink,Sip,sip,1,126
JOL B,14,Location,Site,place,0,127
JOL B,14,Incense,Smell,smell,1,128
JOL B,14,Shell,Snake,sea,0,129
JOL B,14,Pop,Soda,soda,1,130
JOL B,14,Give,Steak,take,0,131
JOL B,14,Smell,Stench,stink,0,132
JOL B,14,Hornet,Sting,sting,1,133
JOL B,14,Digestion,Stomach,dissolve,0,134
JOL B,14,Fruit,Strawberry,strawberry,1,135
JOL B,14,Discussion,Talk,talk,1,136
JOL B,14,Sun,Tan,shine,0,137
JOL B,14,Tantrum,Temper,teper,1,138
JOL B,14,Thread,Thimble,thimble,1,139
JOL B,14,Flea,Tick,tic,1,140
JOL B,14,Shoelace,Tie,tie,1,141
JOL B,14,Lease,Toil,own,0,142
JOL B,14,Bathroom,Toilet,toilet,1,143
JOL B,14,Litter,Trash,puppy,0,144
JOL B,14,Honest,Truthful,tru,0,145
JOL B,14,Allow,Tuck,accept,0,146
JOL B,14,King,Vase,queen,0,147
JOL B,14,Charm,Vehicle,affection,0,148
JOL B,14,Bad,Villain,good,0,149
JOL B,14,Revolution,War,war,1,150
JOL B,14,Bug,Wasp,kill,0,151
JOL B,14,Dump,Waste,waste,1,152
JOL B,14,Bridge,Water,water,1,153
JOL B,14,Candle,Wax,wax,1,154
JOL B,14,Dry,Wet,wet,1,155
